contrast,estimate,SE,df,z.ratio,p.value,Winner,Loser
"both,False,False,False,add - score,True,skip,True,add",-952.26923076923,216.027070113149,inf,-4.408101402618,0.0605110848526911,"both,False,False,False,add","score,True,skip,True,add"
"both,False,False,False,add - (score,True,skip,True,all-sep)",-441.784615384615,216.027070113149,inf,-2.04504285112611,0.999999999320981,"both,False,False,False,add","(score,True,skip,True,all-sep)"
"both,False,False,False,add - (score,True,skip,True,all-uni)",-985.211538461538,216.027070113149,inf,-4.56059297543364,0.0331282489033259,"both,False,False,False,add","(score,True,skip,True,all-uni)"
"both,False,False,False,add - score,True,True,False,add",-48.4499999999998,216.027070113149,inf,-0.224277448074554,1.0,"both,False,False,False,add","score,True,True,False,add"
"both,False,False,False,add - (score,True,True,False,all-uni)",-104.503846153846,216.027070113149,inf,-0.483753476354189,1.0,"both,False,False,False,add","(score,True,True,False,all-uni)"
"both,False,False,False,add - score,True,True,True,add",-585.173076923077,216.027070113149,inf,-2.70879513672328,0.998881769452938,"both,False,False,False,add","score,True,True,True,add"
"both,False,False,False,add - (score,True,True,True,all-sep)",-175.892307692308,216.027070113149,inf,-0.814214198249229,1.0,"both,False,False,False,add","(score,True,True,True,all-sep)"
"both,False,False,False,add - (score,True,True,True,all-uni)",-622.915384615384,216.027070113149,inf,-2.88350614711906,0.992000285967037,"both,False,False,False,add","(score,True,True,True,all-uni)"
"(both,False,False,False,all-sep) - both,False,skip,False,add",-326.988461538462,216.027070113149,inf,-1.51364577303758,1.0,"(both,False,False,False,all-sep)","both,False,skip,False,add"
"(both,False,False,False,all-sep) - (both,False,skip,False,all-sep)",-209.33076923077,216.027070113149,inf,-0.969002491776276,1.0,"(both,False,False,False,all-sep)","(both,False,skip,False,all-sep)"
"(both,False,False,False,all-sep) - (both,False,skip,False,all-uni)",-329.769230769231,216.027070113149,inf,-1.52651809144339,1.0,"(both,False,False,False,all-sep)","(both,False,skip,False,all-uni)"
"(both,False,False,False,all-sep) - both,False,skip,False,del",-315.646153846154,216.027070113149,inf,-1.46114166933259,1.0,"(both,False,False,False,all-sep)","both,False,skip,False,del"
"(both,False,False,False,all-sep) - both,True,False,False,add",-155.342307692308,216.027070113149,inf,-0.719087231109249,1.0,"(both,False,False,False,all-sep)","both,True,False,False,add"
"(both,False,False,False,all-sep) - (both,True,False,False,all-uni)",-208.869230769231,216.027070113149,inf,-0.966866007393569,1.0,"(both,False,False,False,all-sep)","(both,True,False,False,all-uni)"
"(both,False,False,False,all-sep) - both,True,False,True,add",-791.192307692308,216.027070113149,inf,-3.66246835305364,0.530901913339729,"(both,False,False,False,all-sep)","both,True,False,True,add"
"(both,False,False,False,all-sep) - (both,True,False,True,all-sep)",-340.35,216.027070113149,inf,-1.57549699591692,1.0,"(both,False,False,False,all-sep)","(both,True,False,True,all-sep)"
"(both,False,False,False,all-sep) - (both,True,False,True,all-uni)",-828.173076923077,216.027070113149,inf,-3.83365416421795,0.36805237430316,"(both,False,False,False,all-sep)","(both,True,False,True,all-uni)"
"(both,False,False,False,all-sep) - both,True,skip,False,add",-412.35,216.027070113149,inf,-1.90878855961905,0.999999999995125,"(both,False,False,False,all-sep)","both,True,skip,False,add"
"(both,False,False,False,all-sep) - (both,True,skip,False,all-uni)",-462.761538461539,216.027070113149,inf,-2.1421460663201,0.999999986577899,"(both,False,False,False,all-sep)","(both,True,skip,False,all-uni)"
"(both,False,False,False,all-sep) - both,True,skip,True,add",-1021.47692307692,216.027070113149,inf,-4.72846723580476,0.0162467823072824,"(both,False,False,False,all-sep)","both,True,skip,True,add"
"(both,False,False,False,all-sep) - (both,True,skip,True,all-sep)",-510.992307692308,216.027070113149,inf,-2.36540868431287,0.999996521979758,"(both,False,False,False,all-sep)","(both,True,skip,True,all-sep)"
"(both,False,False,False,all-sep) - (both,True,skip,True,all-uni)",-1054.41923076923,216.027070113149,inf,-4.8809588086204,0.0081631855326758,"(both,False,False,False,all-sep)","(both,True,skip,True,all-uni)"
"(both,False,False,False,all-sep) - both,True,True,False,add",-117.657692307693,216.027070113149,inf,-0.54464328126131,1.0,"(both,False,False,False,all-sep)","both,True,True,False,add"
"(both,False,False,False,all-sep) - (both,True,True,False,all-uni)",-173.711538461539,216.027070113149,inf,-0.804119309540945,1.0,"(both,False,False,False,all-sep)","(both,True,True,False,all-uni)"
"(both,False,False,False,all-sep) - both,True,True,True,add",-654.38076923077,216.027070113149,inf,-3.02916096991004,0.971783768320264,"(both,False,False,False,all-sep)","both,True,True,True,add"
"(both,False,False,False,all-sep) - (both,True,True,True,all-sep)",-245.1,216.027070113149,inf,-1.13458003143598,1.0,"(both,False,False,False,all-sep)","(both,True,True,True,all-sep)"
"(both,False,False,False,all-sep) - (both,True,True,True,all-uni)",-692.123076923077,216.027070113149,inf,-3.20387198030581,0.911412365321331,"(both,False,False,False,all-sep)","(both,True,True,True,all-uni)"
"(both,False,False,False,all-sep) - rank,False,skip,False,add",-326.988461538462,216.027070113149,inf,-1.51364577303758,1.0,"(both,False,False,False,all-sep)","rank,False,skip,False,add"
"(both,False,False,False,all-sep) - (rank,False,skip,False,all-sep)",-209.330769230769,216.027070113149,inf,-0.969002491776275,1.0,"(both,False,False,False,all-sep)","(rank,False,skip,False,all-sep)"
"(both,False,False,False,all-sep) - (rank,False,skip,False,all-uni)",-329.769230769231,216.027070113149,inf,-1.52651809144339,1.0,"(both,False,False,False,all-sep)","(rank,False,skip,False,all-uni)"
"(both,False,False,False,all-sep) - rank,False,skip,False,del",-315.646153846154,216.027070113149,inf,-1.46114166933259,1.0,"(both,False,False,False,all-sep)","rank,False,skip,False,del"
"(both,False,False,False,all-sep) - rank,True,False,False,add",-155.342307692308,216.027070113149,inf,-0.719087231109249,1.0,"(both,False,False,False,all-sep)","rank,True,False,False,add"
"(both,False,False,False,all-sep) - (rank,True,False,False,all-uni)",-208.869230769231,216.027070113149,inf,-0.966866007393569,1.0,"(both,False,False,False,all-sep)","(rank,True,False,False,all-uni)"
"(both,False,False,False,all-sep) - rank,True,False,True,add",-791.192307692308,216.027070113149,inf,-3.66246835305364,0.530901913339729,"(both,False,False,False,all-sep)","rank,True,False,True,add"
"(both,False,False,False,all-sep) - (rank,True,False,True,all-sep)",-340.35,216.027070113149,inf,-1.57549699591692,1.0,"(both,False,False,False,all-sep)","(rank,True,False,True,all-sep)"
"(both,False,False,False,all-sep) - (rank,True,False,True,all-uni)",-828.173076923077,216.027070113149,inf,-3.83365416421795,0.368052374303163,"(both,False,False,False,all-sep)","(rank,True,False,True,all-uni)"
"(both,False,False,False,all-sep) - rank,True,skip,False,add",-412.35,216.027070113149,inf,-1.90878855961905,0.999999999995125,"(both,False,False,False,all-sep)","rank,True,skip,False,add"
"(both,False,False,False,all-sep) - (rank,True,skip,False,all-uni)",-462.761538461539,216.027070113149,inf,-2.1421460663201,0.999999986577899,"(both,False,False,False,all-sep)","(rank,True,skip,False,all-uni)"
"(both,False,False,False,all-sep) - rank,True,skip,True,add",-1021.47692307692,216.027070113149,inf,-4.72846723580476,0.0162467823072824,"(both,False,False,False,all-sep)","rank,True,skip,True,add"
"(both,False,False,False,all-sep) - (rank,True,skip,True,all-sep)",-510.992307692308,216.027070113149,inf,-2.36540868431287,0.999996521979758,"(both,False,False,False,all-sep)","(rank,True,skip,True,all-sep)"
"(both,False,False,False,all-sep) - (rank,True,skip,True,all-uni)",-1054.41923076923,216.027070113149,inf,-4.8809588086204,0.0081631855326762,"(both,False,False,False,all-sep)","(rank,True,skip,True,all-uni)"
"(both,False,False,False,all-sep) - rank,True,True,False,add",-117.657692307693,216.027070113149,inf,-0.54464328126131,1.0,"(both,False,False,False,all-sep)","rank,True,True,False,add"
"(both,False,False,False,all-sep) - (rank,True,True,False,all-uni)",-173.711538461539,216.027070113149,inf,-0.804119309540945,1.0,"(both,False,False,False,all-sep)","(rank,True,True,False,all-uni)"
"(both,False,False,False,all-sep) - rank,True,True,True,add",-654.380769230769,216.027070113149,inf,-3.02916096991003,0.971783768320264,"(both,False,False,False,all-sep)","rank,True,True,True,add"
"(both,False,False,False,all-sep) - (rank,True,True,True,all-sep)",-245.1,216.027070113149,inf,-1.13458003143598,1.0,"(both,False,False,False,all-sep)","(rank,True,True,True,all-sep)"
"(both,False,False,False,all-sep) - (rank,True,True,True,all-uni)",-692.123076923077,216.027070113149,inf,-3.20387198030581,0.911412365321331,"(both,False,False,False,all-sep)","(rank,True,True,True,all-uni)"
"(both,False,False,False,all-sep) - score,False,skip,False,add",-326.988461538462,216.027070113149,inf,-1.51364577303758,1.0,"(both,False,False,False,all-sep)","score,False,skip,False,add"
"(both,False,False,False,all-sep) - (score,False,skip,False,all-sep)",-209.330769230769,216.027070113149,inf,-0.969002491776275,1.0,"(both,False,False,False,all-sep)","(score,False,skip,False,all-sep)"
"(both,False,False,False,all-sep) - (score,False,skip,False,all-uni)",-329.769230769231,216.027070113149,inf,-1.52651809144339,1.0,"(both,False,False,False,all-sep)","(score,False,skip,False,all-uni)"
"(both,False,False,False,all-sep) - score,False,skip,False,del",-315.646153846154,216.027070113149,inf,-1.46114166933259,1.0,"(both,False,False,False,all-sep)","score,False,skip,False,del"
"(both,False,False,False,all-sep) - score,True,False,False,add",-155.342307692308,216.027070113149,inf,-0.719087231109249,1.0,"(both,False,False,False,all-sep)","score,True,False,False,add"
"(both,False,False,False,all-sep) - (score,True,False,False,all-uni)",-208.869230769231,216.027070113149,inf,-0.966866007393569,1.0,"(both,False,False,False,all-sep)","(score,True,False,False,all-uni)"
"(both,False,False,False,all-sep) - score,True,False,True,add",-791.192307692308,216.027070113149,inf,-3.66246835305364,0.530901913339729,"(both,False,False,False,all-sep)","score,True,False,True,add"
"(both,False,False,False,all-sep) - (score,True,False,True,all-sep)",-340.35,216.027070113149,inf,-1.57549699591692,1.0,"(both,False,False,False,all-sep)","(score,True,False,True,all-sep)"
"(both,False,False,False,all-sep) - (score,True,False,True,all-uni)",-828.173076923077,216.027070113149,inf,-3.83365416421795,0.368052374303162,"(both,False,False,False,all-sep)","(score,True,False,True,all-uni)"
"(both,False,False,False,all-sep) - score,True,skip,False,add",-412.35,216.027070113149,inf,-1.90878855961905,0.999999999995125,"(both,False,False,False,all-sep)","score,True,skip,False,add"
"(both,False,False,False,all-sep) - (score,True,skip,False,all-uni)",-462.761538461539,216.027070113149,inf,-2.1421460663201,0.999999986577899,"(both,False,False,False,all-sep)","(score,True,skip,False,all-uni)"
"(both,False,False,False,all-sep) - score,True,skip,True,add",-1021.47692307692,216.027070113149,inf,-4.72846723580476,0.0162467823072827,"(both,False,False,False,all-sep)","score,True,skip,True,add"
"(both,False,False,False,all-sep) - (score,True,skip,True,all-sep)",-510.992307692308,216.027070113149,inf,-2.36540868431287,0.999996521979758,"(both,False,False,False,all-sep)","(score,True,skip,True,all-sep)"
"(both,False,False,False,all-sep) - (score,True,skip,True,all-uni)",-1054.41923076923,216.027070113149,inf,-4.8809588086204,0.0081631855326758,"(both,False,False,False,all-sep)","(score,True,skip,True,all-uni)"
"(both,False,False,False,all-sep) - score,True,True,False,add",-117.657692307693,216.027070113149,inf,-0.54464328126131,1.0,"(both,False,False,False,all-sep)","score,True,True,False,add"
"(both,False,False,False,all-sep) - (score,True,True,False,all-uni)",-173.711538461539,216.027070113149,inf,-0.804119309540945,1.0,"(both,False,False,False,all-sep)","(score,True,True,False,all-uni)"
"(both,False,False,False,all-sep) - score,True,True,True,add",-654.380769230769,216.027070113149,inf,-3.02916096991003,0.971783768320264,"(both,False,False,False,all-sep)","score,True,True,True,add"
"(both,False,False,False,all-sep) - (score,True,True,True,all-sep)",-245.1,216.027070113149,inf,-1.13458003143598,1.0,"(both,False,False,False,all-sep)","(score,True,True,True,all-sep)"
"(both,False,False,False,all-sep) - (score,True,True,True,all-uni)",-692.123076923077,216.027070113149,inf,-3.20387198030581,0.911412365321331,"(both,False,False,False,all-sep)","(score,True,True,True,all-uni)"
"(both,False,False,False,all-uni) - both,False,skip,False,add",-252.980769230769,216.027070113149,inf,-1.17106050227069,1.0,"(both,False,False,False,all-uni)","both,False,skip,False,add"
"(both,False,False,False,all-uni) - (both,False,skip,False,all-sep)",-135.323076923077,216.027070113149,inf,-0.626417221009379,1.0,"(both,False,False,False,all-uni)","(both,False,skip,False,all-sep)"
"(both,False,False,False,all-uni) - (both,False,skip,False,all-uni)",-255.761538461538,216.027070113149,inf,-1.18393282067649,1.0,"(both,False,False,False,all-uni)","(both,False,skip,False,all-uni)"
"(both,False,False,False,all-uni) - both,False,skip,False,del",-241.638461538462,216.027070113149,inf,-1.11855639856569,1.0,"(both,False,False,False,all-uni)","both,False,skip,False,del"
"(both,False,False,False,all-uni) - both,True,False,False,add",-81.3346153846154,216.027070113149,inf,-0.376501960342352,1.0,"(both,False,False,False,all-uni)","both,True,False,False,add"
"(both,False,False,False,all-uni) - (both,True,False,False,all-uni)",-134.861538461538,216.027070113149,inf,-0.624280736626672,1.0,"(both,False,False,False,all-uni)","(both,True,False,False,all-uni)"
"(both,False,False,False,all-uni) - both,True,False,True,add",-717.184615384615,216.027070113149,inf,-3.31988308228674,0.842033821623682,"(both,False,False,False,all-uni)","both,True,False,True,add"
"(both,False,False,False,all-uni) - (both,True,False,True,all-sep)",-266.342307692308,216.027070113149,inf,-1.23291172515002,1.0,"(both,False,False,False,all-uni)","(both,True,False,True,all-sep)"
"(both,False,False,False,all-uni) - (both,True,False,True,all-uni)",-754.165384615385,216.027070113149,inf,-3.49106889345106,0.699595546569928,"(both,False,False,False,all-uni)","(both,True,False,True,all-uni)"
"(both,False,False,False,all-uni) - both,True,skip,False,add",-338.342307692308,216.027070113149,inf,-1.56620328885215,1.0,"(both,False,False,False,all-uni)","both,True,skip,False,add"
"(both,False,False,False,all-uni) - (both,True,skip,False,all-uni)",-388.753846153846,216.027070113149,inf,-1.7995607955532,1.0,"(both,False,False,False,all-uni)","(both,True,skip,False,all-uni)"
"(both,False,False,False,all-uni) - both,True,skip,True,add",-947.469230769231,216.027070113149,inf,-4.38588196503787,0.0658119918795808,"(both,False,False,False,all-uni)","both,True,skip,True,add"
"(both,False,False,False,all-uni) - (both,True,skip,True,all-sep)",-436.984615384615,216.027070113149,inf,-2.02282341354597,0.999999999675027,"(both,False,False,False,all-uni)","(both,True,skip,True,all-sep)"
"(both,False,False,False,all-uni) - (both,True,skip,True,all-uni)",-980.411538461538,216.027070113149,inf,-4.5383735378535,0.0362673498820524,"(both,False,False,False,all-uni)","(both,True,skip,True,all-uni)"
"(both,False,False,False,all-uni) - both,True,True,False,add",-43.65,216.027070113149,inf,-0.202058010494413,1.0,"(both,False,False,False,all-uni)","both,True,True,False,add"
"(both,False,False,False,all-uni) - (both,True,True,False,all-uni)",-99.7038461538461,216.027070113149,inf,-0.461534038774048,1.0,"(both,False,False,False,all-uni)","(both,True,True,False,all-uni)"
"(both,False,False,False,all-uni) - both,True,True,True,add",-580.373076923077,216.027070113149,inf,-2.68657569914314,0.99916429772463,"(both,False,False,False,all-uni)","both,True,True,True,add"
"(both,False,False,False,all-uni) - (both,True,True,True,all-sep)",-171.092307692308,216.027070113149,inf,-0.791994760669088,1.0,"(both,False,False,False,all-uni)","(both,True,True,True,all-sep)"
"(both,False,False,False,all-uni) - (both,True,True,True,all-uni)",-618.115384615385,216.027070113149,inf,-2.86128670953892,0.993584603210201,"(both,False,False,False,all-uni)","(both,True,True,True,all-uni)"
"(both,False,False,False,all-uni) - rank,False,skip,False,add",-252.980769230769,216.027070113149,inf,-1.17106050227069,1.0,"(both,False,False,False,all-uni)","rank,False,skip,False,add"
"(both,False,False,False,all-uni) - (rank,False,skip,False,all-sep)",-135.323076923077,216.027070113149,inf,-0.626417221009378,1.0,"(both,False,False,False,all-uni)","(rank,False,skip,False,all-sep)"
"(both,False,False,False,all-uni) - (rank,False,skip,False,all-uni)",-255.761538461538,216.027070113149,inf,-1.18393282067649,1.0,"(both,False,False,False,all-uni)","(rank,False,skip,False,all-uni)"
"(both,False,False,False,all-uni) - rank,False,skip,False,del",-241.638461538462,216.027070113149,inf,-1.11855639856569,1.0,"(both,False,False,False,all-uni)","rank,False,skip,False,del"
"(both,False,False,False,all-uni) - rank,True,False,False,add",-81.3346153846153,216.027070113149,inf,-0.376501960342352,1.0,"(both,False,False,False,all-uni)","rank,True,False,False,add"
"(both,False,False,False,all-uni) - (rank,True,False,False,all-uni)",-134.861538461538,216.027070113149,inf,-0.624280736626672,1.0,"(both,False,False,False,all-uni)","(rank,True,False,False,all-uni)"
"(both,False,False,False,all-uni) - rank,True,False,True,add",-717.184615384615,216.027070113149,inf,-3.31988308228674,0.842033821623681,"(both,False,False,False,all-uni)","rank,True,False,True,add"
"(both,False,False,False,all-uni) - (rank,True,False,True,all-sep)",-266.342307692308,216.027070113149,inf,-1.23291172515002,1.0,"(both,False,False,False,all-uni)","(rank,True,False,True,all-sep)"
"(both,False,False,False,all-uni) - (rank,True,False,True,all-uni)",-754.165384615385,216.027070113149,inf,-3.49106889345106,0.699595546569928,"(both,False,False,False,all-uni)","(rank,True,False,True,all-uni)"
"(both,False,False,False,all-uni) - rank,True,skip,False,add",-338.342307692308,216.027070113149,inf,-1.56620328885215,1.0,"(both,False,False,False,all-uni)","rank,True,skip,False,add"
"(both,False,False,False,all-uni) - (rank,True,skip,False,all-uni)",-388.753846153846,216.027070113149,inf,-1.7995607955532,1.0,"(both,False,False,False,all-uni)","(rank,True,skip,False,all-uni)"
"(both,False,False,False,all-uni) - rank,True,skip,True,add",-947.469230769231,216.027070113149,inf,-4.38588196503787,0.0658119918795808,"(both,False,False,False,all-uni)","rank,True,skip,True,add"
"(both,False,False,False,all-uni) - (rank,True,skip,True,all-sep)",-436.984615384615,216.027070113149,inf,-2.02282341354597,0.999999999675027,"(both,False,False,False,all-uni)","(rank,True,skip,True,all-sep)"
"(both,False,False,False,all-uni) - (rank,True,skip,True,all-uni)",-980.411538461538,216.027070113149,inf,-4.5383735378535,0.0362673498820528,"(both,False,False,False,all-uni)","(rank,True,skip,True,all-uni)"
"(both,False,False,False,all-uni) - rank,True,True,False,add",-43.65,216.027070113149,inf,-0.202058010494413,1.0,"(both,False,False,False,all-uni)","rank,True,True,False,add"
"(both,False,False,False,all-uni) - (rank,True,True,False,all-uni)",-99.7038461538462,216.027070113149,inf,-0.461534038774048,1.0,"(both,False,False,False,all-uni)","(rank,True,True,False,all-uni)"
"(both,False,False,False,all-uni) - rank,True,True,True,add",-580.373076923077,216.027070113149,inf,-2.68657569914314,0.99916429772463,"(both,False,False,False,all-uni)","rank,True,True,True,add"
"(both,False,False,False,all-uni) - (rank,True,True,True,all-sep)",-171.092307692308,216.027070113149,inf,-0.791994760669088,1.0,"(both,False,False,False,all-uni)","(rank,True,True,True,all-sep)"
"(both,False,False,False,all-uni) - (rank,True,True,True,all-uni)",-618.115384615385,216.027070113149,inf,-2.86128670953892,0.993584603210201,"(both,False,False,False,all-uni)","(rank,True,True,True,all-uni)"
"(both,False,False,False,all-uni) - score,False,skip,False,add",-252.980769230769,216.027070113149,inf,-1.17106050227069,1.0,"(both,False,False,False,all-uni)","score,False,skip,False,add"
"(both,False,False,False,all-uni) - (score,False,skip,False,all-sep)",-135.323076923077,216.027070113149,inf,-0.626417221009378,1.0,"(both,False,False,False,all-uni)","(score,False,skip,False,all-sep)"
"(both,False,False,False,all-uni) - (score,False,skip,False,all-uni)",-255.761538461538,216.027070113149,inf,-1.18393282067649,1.0,"(both,False,False,False,all-uni)","(score,False,skip,False,all-uni)"
