contrast,estimate,SE,df,z.ratio,p.value,Winner,Loser
"(both,False,True,True,all-uni) - (both,True,skip,True,all-uni)",-1127.33076923077,175.182821557037,inf,-6.4351673252604,1.24774447463061e-06,"(both,False,True,True,all-uni)","(both,True,skip,True,all-uni)"
"(both,False,True,True,all-uni) - rank,True,skip,True,add",-808.576923076923,175.182821557037,inf,-4.61561764955168,0.0263723543662042,"(both,False,True,True,all-uni)","rank,True,skip,True,add"
"both,False,True,True,del - both,True,False,True,add",-787.442307692308,175.182821557037,inf,-4.49497445407869,0.0431674079976436,"both,False,True,True,del","both,True,False,True,add"
"both,False,True,True,del - both,True,skip,True,add",-1124.78846153846,175.182821557037,inf,-6.42065501366665,1.3719543311419e-06,"both,False,True,True,del","both,True,skip,True,add"
"both,False,True,True,del - (both,True,skip,True,all-sep)",-813.35,175.182821557037,inf,-4.64286391080409,0.0235089243949994,"both,False,True,True,del","(both,True,skip,True,all-sep)"
"both,False,True,True,del - (both,True,skip,True,all-uni)",-1087.05384615385,175.182821557037,inf,-6.20525366866474,5.46607218943063e-06,"both,False,True,True,del","(both,True,skip,True,all-uni)"
"(both,True,False,False,all-sep) - both,True,skip,True,add",-833.380769230769,175.182821557037,inf,-4.7572059967046,0.0143116392673035,"(both,True,False,False,all-sep)","both,True,skip,True,add"
"(both,True,False,False,all-sep) - (both,True,skip,True,all-uni)",-795.646153846154,175.182821557037,inf,-4.54180465170269,0.0357659985944178,"(both,True,False,False,all-sep)","(both,True,skip,True,all-uni)"
"both,True,False,False,del - both,True,skip,True,add",-975.842307692308,175.182821557037,inf,-5.57042236800933,0.0002384201535721,"both,True,False,False,del","both,True,skip,True,add"
"both,True,False,False,del - (both,True,skip,True,all-uni)",-938.107692307692,175.182821557037,inf,-5.35502102300742,0.0007700202407522,"both,True,False,False,del","(both,True,skip,True,all-uni)"
"both,True,False,True,add - (rank,False,True,False,all-sep)",838.803846153846,175.182821557037,inf,4.78816266742651,0.0124651925948112,"both,True,False,True,add","(rank,False,True,False,all-sep)"
"both,True,False,True,add - rank,True,True,False,del",815.823076923077,175.182821557037,inf,4.6569810308567,0.0221384392155547,"both,True,False,True,add","rank,True,True,False,del"
"both,True,False,True,add - (score,False,False,False,all-sep)",785.080769230769,175.182821557037,inf,4.48149403150901,0.0455339325285213,"both,True,False,True,add","(score,False,False,False,all-sep)"
"both,True,False,True,add - score,False,True,False,add",818.276923076923,175.182821557037,inf,4.67098837548123,0.0208504466172387,"both,True,False,True,add","score,False,True,False,add"
"both,True,False,True,add - (score,False,True,False,all-sep)",849.392307692308,175.182821557037,inf,4.84860501813391,0.0094760908858464,"both,True,False,True,add","(score,False,True,False,all-sep)"
"both,True,False,True,add - (score,False,True,False,all-uni)",798.384615384615,175.182821557037,inf,4.55743667266298,0.0335588957403157,"both,True,False,True,add","(score,False,True,False,all-uni)"
"both,True,False,True,add - score,False,True,False,del",818.276923076923,175.182821557037,inf,4.67098837548123,0.0208504466172381,"both,True,False,True,add","score,False,True,False,del"
"both,True,False,True,add - score,False,True,True,add",806.796153846154,175.182821557037,inf,4.60545244491037,0.0275185481810279,"both,True,False,True,add","score,False,True,True,add"
"both,True,False,True,add - (score,False,True,True,all-sep)",828.703846153846,175.182821557037,inf,4.73050861259265,0.0161018122869419,"both,True,False,True,add","(score,False,True,True,all-sep)"
"both,True,False,True,add - (score,False,True,True,all-uni)",796.85,175.182821557037,inf,4.54867659350124,0.0347803379305609,"both,True,False,True,add","(score,False,True,True,all-uni)"
"both,True,False,True,add - score,False,True,True,del",806.796153846154,175.182821557037,inf,4.60545244491037,0.0275185481810279,"both,True,False,True,add","score,False,True,True,del"
"both,True,False,True,add - (score,True,True,False,all-sep)",826.542307692308,175.182821557037,inf,4.71816985447512,0.016996389899981,"both,True,False,True,add","(score,True,True,False,all-sep)"
"both,True,False,True,add - (score,True,True,False,all-uni)",781.653846153846,175.182821557037,inf,4.46193205022303,0.0491700952319963,"both,True,False,True,add","(score,True,True,False,all-uni)"
"both,True,False,True,add - score,True,True,False,del",815.615384615385,175.182821557037,inf,4.65579545623331,0.0222506918951132,"both,True,False,True,add","score,True,True,False,del"
"both,True,False,True,add - score,True,True,True,del",810.234615384615,175.18282155703,inf,4.62508029145339,0.025344139386839,"both,True,False,True,add","score,True,True,True,del"
"(both,True,False,True,all-uni) - (rank,False,True,False,all-sep)",803.576923076923,175.182821557037,inf,4.58707603824779,0.0297045547958398,"(both,True,False,True,all-uni)","(rank,False,True,False,all-sep)"
"(both,True,False,True,all-uni) - score,False,True,False,add",783.05,175.182821557037,inf,4.4699017463025,0.047659159520671,"(both,True,False,True,all-uni)","score,False,True,False,add"
"(both,True,False,True,all-uni) - (score,False,True,False,all-sep)",814.165384615385,175.182821557037,inf,4.64751838895518,0.023048828930908,"(both,True,False,True,all-uni)","(score,False,True,False,all-sep)"
"(both,True,False,True,all-uni) - score,False,True,False,del",783.05,175.182821557037,inf,4.4699017463025,0.047659159520671,"(both,True,False,True,all-uni)","score,False,True,False,del"
"(both,True,False,True,all-uni) - (score,False,True,True,all-sep)",793.476923076923,175.182821557037,inf,4.52942198341393,0.0376047975573983,"(both,True,False,True,all-uni)","(score,False,True,True,all-sep)"
"(both,True,False,True,all-uni) - (score,True,True,False,all-sep)",791.315384615385,175.182821557037,inf,4.5170832252964,0.0395198367619923,"(both,True,False,True,all-uni)","(score,True,True,False,all-sep)"
"both,True,False,True,del - both,True,skip,True,add",-1058.27307692308,175.182821557037,inf,-6.04096376298242,1.51693611538661e-05,"both,True,False,True,del","both,True,skip,True,add"
"both,True,False,True,del - (both,True,skip,True,all-uni)",-1020.53846153846,175.182821557037,inf,-5.82556241798051,5.5263951163842e-05,"both,True,False,True,del","(both,True,skip,True,all-uni)"
"both,True,skip,True,add - both,True,True,False,add",794.1,175.182821557037,inf,4.5329787072841,0.0370682461215833,"both,True,skip,True,add","both,True,True,False,add"
"both,True,skip,True,add - (both,True,True,False,all-sep)",901.211538461538,175.182821557037,inf,5.14440588667032,0.0022856207501637,"both,True,skip,True,add","(both,True,True,False,all-sep)"
"both,True,skip,True,add - both,True,True,False,del",1040.15384615385,175.182821557037,inf,5.93753335463424,2.84060434742051e-05,"both,True,skip,True,add","both,True,True,False,del"
"both,True,skip,True,add - both,True,True,True,del",1085.30384615385,175.182821557037,inf,6.19526410470838,5.82094999890259e-06,"both,True,skip,True,add","both,True,True,True,del"
"both,True,skip,True,add - rank,False,False,False,add",1014.44230769231,175.182821557037,inf,5.79076360727538,6.77636463501941e-05,"both,True,skip,True,add","rank,False,False,False,add"
"both,True,skip,True,add - (rank,False,False,False,all-sep)",1071.54615384615,175.182821557037,inf,6.11673076345144,9.50872435834249e-06,"both,True,skip,True,add","(rank,False,False,False,all-sep)"
"both,True,skip,True,add - (rank,False,False,False,all-uni)",1034.75,175.182821557037,inf,5.90668645934042,3.41707267240698e-05,"both,True,skip,True,add","(rank,False,False,False,all-uni)"
"both,True,skip,True,add - rank,False,False,False,del",1014.44230769231,175.182821557037,inf,5.79076360727538,6.77636463501941e-05,"both,True,skip,True,add","rank,False,False,False,del"
"both,True,skip,True,add - rank,False,False,True,add",831.919230769231,175.182821557037,inf,4.74886306416962,0.0148504629267057,"both,True,skip,True,add","rank,False,False,True,add"
"both,True,skip,True,add - (rank,False,False,True,all-sep)",952.526923076923,175.182821557037,inf,5.43733063899072,0.0004953862868526,"both,True,skip,True,add","(rank,False,False,True,all-sep)"
"both,True,skip,True,add - (rank,False,False,True,all-uni)",905.503846153846,175.182821557037,inf,5.16890776222043,0.0020201336425118,"both,True,skip,True,add","(rank,False,False,True,all-uni)"
"both,True,skip,True,add - rank,False,False,True,del",839.073076923077,175.182821557037,inf,4.7896995234198,0.0123794983244903,"both,True,skip,True,add","rank,False,False,True,del"
"both,True,skip,True,add - rank,False,True,False,add",1089.15384615385,175.182821557037,inf,6.21724114541238,5.06793943055861e-06,"both,True,skip,True,add","rank,False,True,False,add"
"both,True,skip,True,add - (rank,False,True,False,all-sep)",1176.15,175.182821557037,inf,6.71384322701448,1.93306232465495e-07,"both,True,skip,True,add","(rank,False,True,False,all-sep)"
"both,True,skip,True,add - (rank,False,True,False,all-uni)",1109.46153846154,175.182821557037,inf,6.33316399747742,2.41972613557184e-06,"both,True,skip,True,add","(rank,False,True,False,all-uni)"
"both,True,skip,True,add - rank,False,True,False,del",1089.15384615385,175.182821557037,inf,6.21724114541238,5.06793943055861e-06,"both,True,skip,True,add","rank,False,True,False,del"
"both,True,skip,True,add - rank,False,True,True,add",945.553846153846,175.182821557037,inf,5.3975260687646,0.0006138357548942,"both,True,skip,True,add","rank,False,True,True,add"
"both,True,skip,True,add - (rank,False,True,True,all-sep)",1027.97307692308,175.182821557037,inf,5.86800159848083,4.30154314547959e-05,"both,True,skip,True,add","(rank,False,True,True,all-sep)"
"both,True,skip,True,add - (rank,False,True,True,all-uni)",1019.13846153846,175.182821557037,inf,5.81757076681542,5.79205376853853e-05,"both,True,skip,True,add","(rank,False,True,True,all-uni)"
"both,True,skip,True,add - rank,False,True,True,del",952.707692307692,175.182821557037,inf,5.43836252801479,0.0004926274492198,"both,True,skip,True,add","rank,False,True,True,del"
"both,True,skip,True,add - rank,True,False,False,add",807.707692307692,175.182821557037,inf,4.61065580020193,0.0269263647828955,"both,True,skip,True,add","rank,True,False,False,add"
"both,True,skip,True,add - (rank,True,False,False,all-sep)",840.365384615385,175.182821557037,inf,4.79707643218758,0.0119756567812149,"both,True,skip,True,add","(rank,True,False,False,all-sep)"
"both,True,skip,True,add - rank,True,False,False,del",1067.77692307692,175.182821557037,inf,6.09521477954543,1.08643539616926e-05,"both,True,skip,True,add","rank,True,False,False,del"
"both,True,skip,True,add - rank,True,False,True,del",901.169230769231,175.182821557037,inf,5.14416438072852,0.0022883946166305,"both,True,skip,True,add","rank,True,False,True,del"
"both,True,skip,True,add - rank,True,skip,False,del",813.726923076923,175.182821557037,inf,4.64501550919469,0.023295217978236,"both,True,skip,True,add","rank,True,skip,False,del"
"both,True,skip,True,add - rank,True,True,False,add",915.376923076923,175.182821557037,inf,5.22526646700281,0.0015159036523178,"both,True,skip,True,add","rank,True,True,False,add"
"both,True,skip,True,add - (rank,True,True,False,all-sep)",889.538461538462,175.182821557037,inf,5.07777220181854,0.0031841007043784,"both,True,skip,True,add","(rank,True,True,False,all-sep)"
"both,True,skip,True,add - (rank,True,True,False,all-uni)",887.134615384615,175.182821557037,inf,5.06405027330706,0.003406409992436,"both,True,skip,True,add","(rank,True,True,False,all-uni)"
"both,True,skip,True,add - rank,True,True,False,del",1153.16923076923,175.182821557037,inf,6.58266159044467,4.69711840755949e-07,"both,True,skip,True,add","rank,True,True,False,del"
"both,True,skip,True,add - (rank,True,True,True,all-sep)",922.834615384616,175.182821557037,inf,5.26783737801684,0.0012168307187804,"both,True,skip,True,add","(rank,True,True,True,all-sep)"
"both,True,skip,True,add - (rank,True,True,True,all-uni)",792.411538461538,175.182821557037,inf,4.52334042469763,0.0385381766673267,"both,True,skip,True,add","(rank,True,True,True,all-uni)"
"both,True,skip,True,add - rank,True,True,True,del",986.561538461538,175.182821557037,inf,5.63161119162775,0.0001691021719978,"both,True,skip,True,add","rank,True,True,True,del"
"both,True,skip,True,add - score,False,False,False,add",1091.31153846154,175.182821557037,inf,6.22955794844429,4.68829706112839e-06,"both,True,skip,True,add","score,False,False,False,add"
"both,True,skip,True,add - (score,False,False,False,all-sep)",1122.42692307692,175.182821557037,inf,6.40717459109697,1.49808704763554e-06,"both,True,skip,True,add","(score,False,False,False,all-sep)"
"both,True,skip,True,add - (score,False,False,False,all-uni)",1071.41923076923,175.182821557037,inf,6.11600624562604,9.55157333859535e-06,"both,True,skip,True,add","(score,False,False,False,all-uni)"
"both,True,skip,True,add - score,False,False,False,del",1091.31153846154,175.182821557037,inf,6.22955794844429,4.68829706112839e-06,"both,True,skip,True,add","score,False,False,False,del"
"both,True,skip,True,add - score,False,False,True,add",1079.83076923077,175.182821557037,inf,6.16402201787343,7.08156258577564e-06,"both,True,skip,True,add","score,False,False,True,add"
"both,True,skip,True,add - (score,False,False,True,all-sep)",1073.49615384615,175.182821557037,inf,6.12786199185996,8.87341975785993e-06,"both,True,skip,True,add","(score,False,False,True,all-sep)"
"both,True,skip,True,add - (score,False,False,True,all-uni)",1069.88461538462,175.182821557037,inf,6.1072461664643,1.00847369119972e-05,"both,True,skip,True,add","(score,False,False,True,all-uni)"
"both,True,skip,True,add - score,False,False,True,del",1079.83076923077,175.182821557037,inf,6.16402201787343,7.08156258577564e-06,"both,True,skip,True,add","score,False,False,True,del"
"both,True,skip,True,add - (score,False,skip,False,all-sep)",791.576923076923,175.182821557037,inf,4.51857617111845,0.0392836309781177,"both,True,skip,True,add","(score,False,skip,False,all-sep)"
"both,True,skip,True,add - (score,False,skip,True,all-sep)",822.965384615385,175.182821557037,inf,4.69775162485003,0.0185767574426461,"both,True,skip,True,add","(score,False,skip,True,all-sep)"
"both,True,skip,True,add - score,False,True,False,add",1155.62307692308,175.182821557037,inf,6.59666893506919,4.2758907314866e-07,"both,True,skip,True,add","score,False,True,False,add"
"both,True,skip,True,add - (score,False,True,False,all-sep)",1186.73846153846,175.182821557037,inf,6.77428557772187,1.27645771175189e-07,"both,True,skip,True,add","(score,False,True,False,all-sep)"
"both,True,skip,True,add - (score,False,True,False,all-uni)",1135.73076923077,175.182821557037,inf,6.48311723225094,9.10478027749129e-07,"both,True,skip,True,add","(score,False,True,False,all-uni)"
"both,True,skip,True,add - score,False,True,False,del",1155.62307692308,175.182821557037,inf,6.59666893506919,4.2758907314866e-07,"both,True,skip,True,add","score,False,True,False,del"
"both,True,skip,True,add - score,False,True,True,add",1144.14230769231,175.182821557037,inf,6.53113300449833,6.62491804970244e-07,"both,True,skip,True,add","score,False,True,True,add"
"both,True,skip,True,add - (score,False,True,True,all-sep)",1166.05,175.182821557037,inf,6.65618917218062,2.86191614740083e-07,"both,True,skip,True,add","(score,False,True,True,all-sep)"
"both,True,skip,True,add - (score,False,True,True,all-uni)",1134.19615384615,175.182821557037,inf,6.47435715308921,9.64606132858314e-07,"both,True,skip,True,add","(score,False,True,True,all-uni)"
"both,True,skip,True,add - score,False,True,True,del",1144.14230769231,175.182821557037,inf,6.53113300449833,6.62491804970244e-07,"both,True,skip,True,add","score,False,True,True,del"
"both,True,skip,True,add - score,True,False,False,add",998.203846153846,175.182821557037,inf,5.69806923579459,0.0001158485442485,"both,True,skip,True,add","score,True,False,False,add"
"both,True,skip,True,add - (score,True,False,False,all-sep)",1061.38846153846,175.182821557037,inf,6.0587473823333,1.36020133931769e-05,"both,True,skip,True,add","(score,True,False,False,all-sep)"
"both,True,skip,True,add - (score,True,False,False,all-uni)",1026.44615384615,175.182821557037,inf,5.85928542949034,4.52946025026879e-05,"both,True,skip,True,add","(score,True,False,False,all-uni)"
"both,True,skip,True,add - score,True,False,False,del",1116.89230769231,175.182821557037,inf,6.37558122289212,1.83963910749263e-06,"both,True,skip,True,add","score,True,False,False,del"
"both,True,skip,True,add - (score,True,False,True,all-sep)",924.646153846154,175.182821557037,inf,5.2781782233431,0.001153153809808,"both,True,skip,True,add","(score,True,False,True,all-sep)"
"both,True,skip,True,add - score,True,False,True,del",1034.71923076923,175.182821557037,inf,5.90651081865547,3.42065896996591e-05,"both,True,skip,True,add","score,True,False,True,del"
"both,True,skip,True,add - (score,True,skip,False,all-sep)",813.996153846154,175.182821557037,inf,4.64655236518797,0.0231436461726753,"both,True,skip,True,add","(score,True,skip,False,all-sep)"
"both,True,skip,True,add - score,True,skip,False,del",845.711538461539,175.182821557037,inf,4.82759400119712,0.0104305674116505,"both,True,skip,True,add","score,True,skip,False,del"
"both,True,skip,True,add - score,True,skip,True,del",835.707692307692,175.182821557037,inf,4.77048882350372,0.0134906322407248,"both,True,skip,True,add","score,True,skip,True,del"
"both,True,skip,True,add - score,True,True,False,add",1090.75769230769,175.182821557037,inf,6.22639641611524,4.78301790607372e-06,"both,True,skip,True,add","score,True,True,False,add"
"both,True,skip,True,add - (score,True,True,False,all-sep)",1163.88846153846,175.182821557037,inf,6.64385041406309,3.1112476206463e-07,"both,True,skip,True,add","(score,True,True,False,all-sep)"
"both,True,skip,True,add - (score,True,True,False,all-uni)",1119.0,175.182821557037,inf,6.38761260981099,1.70144947275741e-06,"both,True,skip,True,add","(score,True,True,False,all-uni)"
"both,True,skip,True,add - score,True,True,False,del",1152.96153846154,175.182821557037,inf,6.58147601582127,4.73457702265812e-07,"both,True,skip,True,add","score,True,True,False,del"
"both,True,skip,True,add - (score,True,True,True,all-sep)",934.484615384615,175.182821557037,inf,5.33433933235491,0.0008590866399816,"both,True,skip,True,add","(score,True,True,True,all-sep)"
"both,True,skip,True,add - score,True,True,True,del",1147.58076923077,175.18282155703,inf,6.55076085104144,5.81343357786146e-07,"both,True,skip,True,add","score,True,True,True,del"
"(both,True,skip,True,all-sep) - (rank,False,True,False,all-sep)",864.711538461539,175.182821557037,inf,4.93605212415191,0.0063087964569217,"(both,True,skip,True,all-sep)","(rank,False,True,False,all-sep)"
"(both,True,skip,True,all-sep) - (rank,False,True,False,all-uni)",798.023076923077,175.182821557037,inf,4.55537289461485,0.0338431654645447,"(both,True,skip,True,all-sep)","(rank,False,True,False,all-uni)"
"(both,True,skip,True,all-sep) - rank,True,True,False,del",841.730769230769,175.182821557037,inf,4.8048704875821,0.0115621770276021,"(both,True,skip,True,all-sep)","rank,True,True,False,del"
"(both,True,skip,True,all-sep) - (score,False,False,False,all-sep)",810.988461538462,175.182821557037,inf,4.6293834882344,0.024888602440267,"(both,True,skip,True,all-sep)","(score,False,False,False,all-sep)"
"(both,True,skip,True,all-sep) - score,False,True,False,add",844.184615384615,175.182821557037,inf,4.81887783220663,0.0108519641391895,"(both,True,skip,True,all-sep)","score,False,True,False,add"
"(both,True,skip,True,all-sep) - (score,False,True,False,all-sep)",875.3,175.182821557037,inf,4.9964944748593,0.0047300835097474,"(both,True,skip,True,all-sep)","(score,False,True,False,all-sep)"
"(both,True,skip,True,all-sep) - (score,False,True,False,all-uni)",824.292307692308,175.182821557037,inf,4.70532612938837,0.0179755177145575,"(both,True,skip,True,all-sep)","(score,False,True,False,all-uni)"
"(both,True,skip,True,all-sep) - score,False,True,False,del",844.184615384615,175.182821557037,inf,4.81887783220662,0.0108519641391893,"(both,True,skip,True,all-sep)","score,False,True,False,del"
"(both,True,skip,True,all-sep) - score,False,True,True,add",832.703846153846,175.182821557037,inf,4.75334190163577,0.0145589334412486,"(both,True,skip,True,all-sep)","score,False,True,True,add"
"(both,True,skip,True,all-sep) - (score,False,True,True,all-sep)",854.611538461539,175.182821557037,inf,4.87839806931805,0.0082606066840134,"(both,True,skip,True,all-sep)","(score,False,True,True,all-sep)"
"(both,True,skip,True,all-sep) - (score,False,True,True,all-uni)",822.757692307692,175.182821557037,inf,4.69656605022664,0.0186725030958385,"(both,True,skip,True,all-sep)","(score,False,True,True,all-uni)"
"(both,True,skip,True,all-sep) - score,False,True,True,del",832.703846153846,175.182821557037,inf,4.75334190163576,0.0145589334412483,"(both,True,skip,True,all-sep)","score,False,True,True,del"
"(both,True,skip,True,all-sep) - score,True,False,False,del",805.453846153846,175.182821557037,inf,4.59779012002956,0.0284118675600902,"(both,True,skip,True,all-sep)","score,True,False,False,del"
"(both,True,skip,True,all-sep) - (score,True,True,False,all-sep)",852.45,175.182821557037,inf,4.86605931120052,0.0087453185311736,"(both,True,skip,True,all-sep)","(score,True,True,False,all-sep)"
"(both,True,skip,True,all-sep) - (score,True,True,False,all-uni)",807.561538461539,175.182821557037,inf,4.60982150694843,0.0270205369040346,"(both,True,skip,True,all-sep)","(score,True,True,False,all-uni)"
"(both,True,skip,True,all-sep) - score,True,True,False,del",841.523076923077,175.182821557037,inf,4.80368491295871,0.0116242129557506,"(both,True,skip,True,all-sep)","score,True,True,False,del"
"(both,True,skip,True,all-sep) - score,True,True,True,del",836.142307692308,175.18282155703,inf,4.77296974817879,0.0133421621120061,"(both,True,skip,True,all-sep)","score,True,True,True,del"
"(both,True,skip,True,all-uni) - (both,True,True,False,all-sep)",863.476923076923,175.182821557037,inf,4.92900454166841,0.0065219145027033,"(both,True,skip,True,all-uni)","(both,True,True,False,all-sep)"
"(both,True,skip,True,all-uni) - both,True,True,False,del",1002.41923076923,175.182821557037,inf,5.72213200963233,0.000100891437325,"(both,True,skip,True,all-uni)","both,True,True,False,del"
"(both,True,skip,True,all-uni) - both,True,True,True,del",1047.56923076923,175.182821557037,inf,5.97986275970647,2.20059203163148e-05,"(both,True,skip,True,all-uni)","both,True,True,True,del"
"(both,True,skip,True,all-uni) - rank,False,False,False,add",976.707692307692,175.182821557037,inf,5.57536226227347,0.0002319378452161,"(both,True,skip,True,all-uni)","rank,False,False,False,add"
"(both,True,skip,True,all-uni) - (rank,False,False,False,all-sep)",1033.81153846154,175.182821557037,inf,5.90132941844953,3.52810951249616e-05,"(both,True,skip,True,all-uni)","(rank,False,False,False,all-sep)"
"(both,True,skip,True,all-uni) - (rank,False,False,False,all-uni)",997.015384615384,175.182821557037,inf,5.69128511433851,0.0001204378752862,"(both,True,skip,True,all-uni)","(rank,False,False,False,all-uni)"
