is_addition,old_file_path,new_file_path,line_num,content
False,src/main/java/org/jsoup/examples/package-info.java,src/main/java/org/jsoup/examples/package-info.java,2,"ontains example programs and use of jsoup. See the <a href=""http://jsoup.org/cookbook/"">jsoup cookbook</a>."
True,src/main/java/org/jsoup/examples/package-info.java,src/main/java/org/jsoup/examples/package-info.java,2,"Contains example programs and use of jsoup. See the <a href=""https://jsoup.org/cookbook/"">jsoup cookbook</a>."
False,src/test/java/org/jsoup/integration/UrlConnectTest.java,src/test/java/org/jsoup/integration/UrlConnectTest.java,43,"tring url = ""http://jsoup.org""; // no trailing / to force redir"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,39,"tring baseUri = ""http://jsoup.org"";"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,39,"String baseUri = ""https://jsoup.org"";"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,48,"ocument doc = Jsoup.parse(""<a href=/foo>Hello</a>"", ""http://jsoup.org/"");"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,48,"Document doc = Jsoup.parse(""<a href=/foo>Hello</a>"", ""https://jsoup.org/"");"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,51,"ssertEquals(""http://jsoup.org/foo"", a.attr(""abs:href""));"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,51,"assertEquals(""https://jsoup.org/foo"", a.attr(""abs:href""));"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,56,"ocument doc = Jsoup.parse(""<p><img src=\""/rez/osi_logo.png\"" /></p>"", ""http://jsoup.org/"");"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,56,"Document doc = Jsoup.parse(""<p><img src=\""/rez/osi_logo.png\"" /></p>"", ""https://jsoup.org/"");"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,58,"ssertEquals(""http://jsoup.org/rez/osi_logo.png"", img.attr(""abs:src""));"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,58,"assertEquals(""https://jsoup.org/rez/osi_logo.png"", img.attr(""abs:src""));"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,64,"ocument doc = Jsoup.parse(""<a id=1 href='/foo'>One</a> <a id=2 href='http://jsoup.org/'>Two</a>"");"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,64,"Document doc = Jsoup.parse(""<a id=1 href='/foo'>One</a> <a id=2 href='https://jsoup.org/'>Two</a>"");"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,74,"ssertEquals(""http://jsoup.org/"", two.absUrl(""href""));"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,74,"assertEquals(""https://jsoup.org/"", two.absUrl(""href""));"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,119,"ocument doc = Jsoup.parse(""<a href='?foo'>One</a> <a href='bar.html?foo'>Two</a>"", ""http://jsoup.org/path/file?bar"");"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,119,"Document doc = Jsoup.parse(""<a href='?foo'>One</a> <a href='bar.html?foo'>Two</a>"", ""https://jsoup.org/path/file?bar"");"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,122,"ssertEquals(""http://jsoup.org/path/file?foo"", a1.absUrl(""href""));"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,122,"assertEquals(""https://jsoup.org/path/file?foo"", a1.absUrl(""href""));"
False,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,125,"ssertEquals(""http://jsoup.org/path/bar.html?foo"", a2.absUrl(""href""));"
True,src/test/java/org/jsoup/nodes/NodeTest.java,src/test/java/org/jsoup/nodes/NodeTest.java,125,"assertEquals(""https://jsoup.org/path/bar.html?foo"", a2.absUrl(""href""));"
False,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,55,"ocument doc = Jsoup.parse(""<a id=1 href='/foo'>One</a> <a id=2 href='http://jsoup.org'>Two</a>"");"
True,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,55,"Document doc = Jsoup.parse(""<a id=1 href='/foo'>One</a> <a id=2 href='https://jsoup.org'>Two</a>"");"
False,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,71,"ocument doc = Jsoup.parse(""<a id=1 href='/foo'>One</a> <a id=2 href='http://jsoup.org'>Two</a>"");"
True,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,71,"Document doc = Jsoup.parse(""<a id=1 href='/foo'>One</a> <a id=2 href='https://jsoup.org'>Two</a>"");"
False,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,77,"ssertEquals(""http://jsoup.org"", two.attr(""abs:href""));"
False,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,78,"ssertEquals(""http://jsoup.org"", both.attr(""abs:href""));"
True,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,77,"assertEquals(""https://jsoup.org"", two.attr(""abs:href""));"
True,src/test/java/org/jsoup/select/ElementsTest.java,src/test/java/org/jsoup/select/ElementsTest.java,78,"assertEquals(""https://jsoup.org"", both.attr(""abs:href""));"
