"Test","contrast","estimate","SE","df","z.ratio","p.value","setting_1","setting_2"
"rank_False_True_True_False","both,('add', 0.2),add - (rank,('add', 0.1),all-sep)",-1801.82307692308,170.753333376567,Inf,-10.5521985503467,3.54302133121855e-22,"both,('add', 0.2),add","(rank,('add', 0.1),all-sep)"
"rank_False_True_True_False","both,('add', 0.2),add - (rank,('add', 0.1),all-uni)",-1750.13076923077,170.753333376567,Inf,-10.2494676655662,8.49639200407808e-21,"both,('add', 0.2),add","(rank,('add', 0.1),all-uni)"
"rank_False_True_True_False","both,('add', 0.2),add - rank,('add', 0.1),del",-1793.28461538462,170.753333376567,Inf,-10.5021938952713,6.02583838744379e-22,"both,('add', 0.2),add","rank,('add', 0.1),del"
"rank_False_True_True_False","both,('add', 0.2),add - rank,('add', 0.2),add",-1302.45,170.753333376567,Inf,-7.62766954087901,1.70671232223598e-10,"both,('add', 0.2),add","rank,('add', 0.2),add"
"rank_False_True_True_False","both,('add', 0.2),add - (rank,('add', 0.2),all-sep)",-1283.44230769231,170.753333376567,Inf,-7.51635287178784,4.02163363908539e-10,"both,('add', 0.2),add","(rank,('add', 0.2),all-sep)"
"rank_False_True_True_False","both,('add', 0.2),add - (rank,('add', 0.2),all-uni)",-1266.31538461539,170.753333376567,Inf,-7.4160507415849,8.61543003021853e-10,"both,('add', 0.2),add","(rank,('add', 0.2),all-uni)"
"rank_False_True_True_False","both,('add', 0.2),add - rank,('add', 0.2),del",-1302.54230769231,170.753333376567,Inf,-7.62821013174469,1.69957239408196e-10,"both,('add', 0.2),add","rank,('add', 0.2),del"
"rank_False_True_True_False","both,('add', 0.2),add - rank,('add', 0.3),add",-819.511538461539,170.753333376567,Inf,-4.79938823012167,0.0113633830697463,"both,('add', 0.2),add","rank,('add', 0.3),add"
"rank_False_True_True_False","both,('add', 0.2),add - (rank,('add', 0.3),all-sep)",-784.280769230769,170.753333376567,Inf,-4.59306271638734,0.0311866434078807,"both,('add', 0.2),add","(rank,('add', 0.3),all-sep)"
"rank_False_True_True_False","both,('add', 0.2),add - (rank,('add', 0.3),all-uni)",-789.826923076923,170.753333376567,Inf,-4.62554321756692,0.0266763172358718,"both,('add', 0.2),add","(rank,('add', 0.3),all-uni)"
"rank_False_True_True_False","both,('add', 0.2),add - rank,('add', 0.3),del",-819.43076923077,170.753333376567,Inf,-4.7989152131142,0.0113902495555506,"both,('add', 0.2),add","rank,('add', 0.3),del"
"rank_False_True_True_False","both,('add', 0.2),add - rank,mul,del",-773.93076923077,170.753333376567,Inf,-4.53244896557303,0.0416288882320804,"both,('add', 0.2),add","rank,mul,del"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - both,mul,add",-997.111538461539,170.753333376567,Inf,-5.83948505568896,3.7386762889451e-05,"(both,('add', 0.2),all-sep)","both,mul,add"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - (both,mul,all-sep)",-827.726923076923,170.753333376567,Inf,-4.84750081716714,0.00892689336708908,"(both,('add', 0.2),all-sep)","(both,mul,all-sep)"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - (both,mul,all-uni)",-971.123076923077,170.753333376567,Inf,-5.68728620238078,9.21588645861846e-05,"(both,('add', 0.2),all-sep)","(both,mul,all-uni)"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - both,mul,del",-997.557692307692,170.753333376567,Inf,-5.84209791153974,3.68049098410123e-05,"(both,('add', 0.2),all-sep)","both,mul,del"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - rank,('add', 0.1),add",-1768.55769230769,170.753333376567,Inf,-10.3573831171274,2.76615311847328e-21,"(both,('add', 0.2),all-sep)","rank,('add', 0.1),add"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - (rank,('add', 0.1),all-sep)",-1777.09615384615,170.753333376567,Inf,-10.4073877722028,1.6381362428844e-21,"(both,('add', 0.2),all-sep)","(rank,('add', 0.1),all-sep)"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - (rank,('add', 0.1),all-uni)",-1725.40384615385,170.753333376567,Inf,-10.1046568874223,3.76132690548135e-20,"(both,('add', 0.2),all-sep)","(rank,('add', 0.1),all-uni)"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - rank,('add', 0.1),del",-1768.55769230769,170.753333376567,Inf,-10.3573831171274,2.76615311847328e-21,"(both,('add', 0.2),all-sep)","rank,('add', 0.1),del"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - rank,('add', 0.2),add",-1277.72307692308,170.753333376567,Inf,-7.48285876273512,5.19242403229937e-10,"(both,('add', 0.2),all-sep)","rank,('add', 0.2),add"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - (rank,('add', 0.2),all-sep)",-1258.71538461538,170.753333376567,Inf,-7.37154209364396,1.20427159678001e-09,"(both,('add', 0.2),all-sep)","(rank,('add', 0.2),all-sep)"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - (rank,('add', 0.2),all-uni)",-1241.58846153846,170.753333376567,Inf,-7.27123996344101,2.54328605921895e-09,"(both,('add', 0.2),all-sep)","(rank,('add', 0.2),all-uni)"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - rank,('add', 0.2),del",-1277.81538461538,170.753333376567,Inf,-7.4833993536008,5.17110019626264e-10,"(both,('add', 0.2),all-sep)","rank,('add', 0.2),del"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - rank,('add', 0.3),add",-794.784615384615,170.753333376567,Inf,-4.65457745197778,0.0231797092430779,"(both,('add', 0.2),all-sep)","rank,('add', 0.3),add"
"rank_False_True_True_False","(both,('add', 0.2),all-sep) - rank,('add', 0.3),del",-794.703846153846,170.753333376567,Inf,-4.65410443497032,0.0232329787162287,"(both,('add', 0.2),all-sep)","rank,('add', 0.3),del"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - both,mul,add",-991.992307692308,170.753333376567,Inf,-5.80950478726315,4.4737742441095e-05,"(both,('add', 0.2),all-uni)","both,mul,add"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - (both,mul,all-sep)",-822.607692307693,170.753333376567,Inf,-4.81752054874134,0.010378213184026,"(both,('add', 0.2),all-uni)","(both,mul,all-sep)"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - (both,mul,all-uni)",-966.003846153846,170.753333376567,Inf,-5.65730593395498,0.000109790015618938,"(both,('add', 0.2),all-uni)","(both,mul,all-uni)"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - both,mul,del",-992.438461538462,170.753333376567,Inf,-5.81211764311393,4.40448485233386e-05,"(both,('add', 0.2),all-uni)","both,mul,del"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - rank,('add', 0.1),add",-1763.43846153846,170.753333376567,Inf,-10.3274028487016,3.78245116393728e-21,"(both,('add', 0.2),all-uni)","rank,('add', 0.1),add"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - (rank,('add', 0.1),all-sep)",-1771.97692307692,170.753333376567,Inf,-10.377407503777,2.24332637529812e-21,"(both,('add', 0.2),all-uni)","(rank,('add', 0.1),all-sep)"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - (rank,('add', 0.1),all-uni)",-1720.28461538462,170.753333376567,Inf,-10.0746766189965,5.10478532444521e-20,"(both,('add', 0.2),all-uni)","(rank,('add', 0.1),all-uni)"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - rank,('add', 0.1),del",-1763.43846153846,170.753333376567,Inf,-10.3274028487016,3.78245116393721e-21,"(both,('add', 0.2),all-uni)","rank,('add', 0.1),del"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - rank,('add', 0.2),add",-1272.60384615385,170.753333376567,Inf,-7.45287849430931,6.52063258134114e-10,"(both,('add', 0.2),all-uni)","rank,('add', 0.2),add"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - (rank,('add', 0.2),all-sep)",-1253.59615384615,170.753333376567,Inf,-7.34156182521815,1.50736532038887e-09,"(both,('add', 0.2),all-uni)","(rank,('add', 0.2),all-sep)"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - (rank,('add', 0.2),all-uni)",-1236.46923076923,170.753333376567,Inf,-7.24125969501521,3.17398889161594e-09,"(both,('add', 0.2),all-uni)","(rank,('add', 0.2),all-uni)"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - rank,('add', 0.2),del",-1272.69615384615,170.753333376567,Inf,-7.45341908517499,6.49395770093206e-10,"(both,('add', 0.2),all-uni)","rank,('add', 0.2),del"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - rank,('add', 0.3),add",-789.665384615385,170.753333376567,Inf,-4.62459718355198,0.0267983535684049,"(both,('add', 0.2),all-uni)","rank,('add', 0.3),add"
"rank_False_True_True_False","(both,('add', 0.2),all-uni) - rank,('add', 0.3),del",-789.584615384616,170.753333376567,Inf,-4.62412416654451,0.0268595722507923,"(both,('add', 0.2),all-uni)","rank,('add', 0.3),del"
"rank_False_True_True_False","both,('add', 0.2),del - both,mul,add",-1021.67692307692,170.753333376567,Inf,-5.9833497998179,1.56076554503041e-05,"both,('add', 0.2),del","both,mul,add"
"rank_False_True_True_False","both,('add', 0.2),del - (both,mul,all-sep)",-852.292307692307,170.753333376567,Inf,-4.99136556129609,0.00428070884851724,"both,('add', 0.2),del","(both,mul,all-sep)"
"rank_False_True_True_False","both,('add', 0.2),del - (both,mul,all-uni)",-995.688461538461,170.753333376567,Inf,-5.83115094650973,3.93031010888049e-05,"both,('add', 0.2),del","(both,mul,all-uni)"
"rank_False_True_True_False","both,('add', 0.2),del - both,mul,del",-1022.12307692308,170.753333376567,Inf,-5.98596265566868,1.53591198984554e-05,"both,('add', 0.2),del","both,mul,del"
"rank_False_True_True_False","both,('add', 0.2),del - rank,('add', 0.1),add",-1793.12307692308,170.753333376567,Inf,-10.5012478612564,6.08654213089207e-22,"both,('add', 0.2),del","rank,('add', 0.1),add"
"rank_False_True_True_False","both,('add', 0.2),del - (rank,('add', 0.1),all-sep)",-1801.66153846154,170.753333376567,Inf,-10.5512525163317,3.57888125145051e-22,"both,('add', 0.2),del","(rank,('add', 0.1),all-sep)"
"rank_False_True_True_False","both,('add', 0.2),del - (rank,('add', 0.1),all-uni)",-1749.96923076923,170.753333376567,Inf,-10.2485216315512,8.57995034890561e-21,"both,('add', 0.2),del","(rank,('add', 0.1),all-uni)"
"rank_False_True_True_False","both,('add', 0.2),del - rank,('add', 0.1),del",-1793.12307692308,170.753333376567,Inf,-10.5012478612564,6.08654213089196e-22,"both,('add', 0.2),del","rank,('add', 0.1),del"
"rank_False_True_True_False","both,('add', 0.2),del - rank,('add', 0.2),add",-1302.28846153846,170.753333376567,Inf,-7.62672350686406,1.71927825751952e-10,"both,('add', 0.2),del","rank,('add', 0.2),add"
"rank_False_True_True_False","both,('add', 0.2),del - (rank,('add', 0.2),all-sep)",-1283.28076923077,170.753333376567,Inf,-7.5154068377729,4.05082369067139e-10,"both,('add', 0.2),del","(rank,('add', 0.2),all-sep)"
"rank_False_True_True_False","both,('add', 0.2),del - (rank,('add', 0.2),all-uni)",-1266.15384615385,170.753333376567,Inf,-7.41510470756996,8.67715301568047e-10,"both,('add', 0.2),del","(rank,('add', 0.2),all-uni)"
"rank_False_True_True_False","both,('add', 0.2),del - rank,('add', 0.2),del",-1302.38076923077,170.753333376567,Inf,-7.62726409772974,1.71208662243556e-10,"both,('add', 0.2),del","rank,('add', 0.2),del"
"rank_False_True_True_False","both,('add', 0.2),del - rank,('add', 0.3),add",-819.349999999999,170.753333376567,Inf,-4.79844219610673,0.0114171770967015,"both,('add', 0.2),del","rank,('add', 0.3),add"
"rank_False_True_True_False","both,('add', 0.2),del - (rank,('add', 0.3),all-sep)",-784.11923076923,170.753333376567,Inf,-4.5921166823724,0.0313283864567591,"both,('add', 0.2),del","(rank,('add', 0.3),all-sep)"
"rank_False_True_True_False","both,('add', 0.2),del - (rank,('add', 0.3),all-uni)",-789.665384615384,170.753333376567,Inf,-4.62459718355198,0.0267983535684054,"both,('add', 0.2),del","(rank,('add', 0.3),all-uni)"
"rank_False_True_True_False","both,('add', 0.2),del - rank,('add', 0.3),del",-819.26923076923,170.753333376567,Inf,-4.79796917909926,0.011444165825911,"both,('add', 0.2),del","rank,('add', 0.3),del"
"rank_False_True_True_False","both,('add', 0.2),del - rank,mul,del",-773.769230769231,170.753333376567,Inf,-4.53150293155809,0.0418157843525739,"both,('add', 0.2),del","rank,mul,del"
"rank_False_True_True_False","both,('add', 0.3),add - both,mul,add",-1152.53846153846,170.753333376567,Inf,-6.74972745039615,1.05759918992979e-07,"both,('add', 0.3),add","both,mul,add"
"rank_False_True_True_False","both,('add', 0.3),add - (both,mul,all-sep)",-983.153846153845,170.753333376567,Inf,-5.75774321187433,6.08655714353864e-05,"both,('add', 0.3),add","(both,mul,all-sep)"
"rank_False_True_True_False","both,('add', 0.3),add - (both,mul,all-uni)",-1126.55,170.753333376567,Inf,-6.59752859708798,2.98500601523267e-07,"both,('add', 0.3),add","(both,mul,all-uni)"
"rank_False_True_True_False","both,('add', 0.3),add - both,mul,del",-1152.98461538461,170.753333376567,Inf,-6.75234030624693,1.03872114430915e-07,"both,('add', 0.3),add","both,mul,del"
"rank_False_True_True_False","both,('add', 0.3),add - rank,('add', 0.1),add",-1923.98461538461,170.753333376567,Inf,-11.2676255118346,1.35384802973527e-25,"both,('add', 0.3),add","rank,('add', 0.1),add"
"rank_False_True_True_False","both,('add', 0.3),add - (rank,('add', 0.1),all-sep)",-1932.52307692308,170.753333376567,Inf,-11.31763016691,7.66366898225509e-26,"both,('add', 0.3),add","(rank,('add', 0.1),all-sep)"
"rank_False_True_True_False","both,('add', 0.3),add - (rank,('add', 0.1),all-uni)",-1880.83076923077,170.753333376567,Inf,-11.0148992821295,2.31263642865134e-24,"both,('add', 0.3),add","(rank,('add', 0.1),all-uni)"
"rank_False_True_True_False","both,('add', 0.3),add - rank,('add', 0.1),del",-1923.98461538461,170.753333376567,Inf,-11.2676255118346,1.35384802973527e-25,"both,('add', 0.3),add","rank,('add', 0.1),del"
"rank_False_True_True_False","both,('add', 0.3),add - rank,('add', 0.2),add",-1433.15,170.753333376567,Inf,-8.39310115744231,3.38067487620913e-13,"both,('add', 0.3),add","rank,('add', 0.2),add"
"rank_False_True_True_False","both,('add', 0.3),add - (rank,('add', 0.2),all-sep)",-1414.14230769231,170.753333376567,Inf,-8.28178448835115,8.6638933605325e-13,"both,('add', 0.3),add","(rank,('add', 0.2),all-sep)"
"rank_False_True_True_False","both,('add', 0.3),add - (rank,('add', 0.2),all-uni)",-1397.01538461538,170.753333376567,Inf,-8.18148235814821,2.00186431365778e-12,"both,('add', 0.3),add","(rank,('add', 0.2),all-uni)"
"rank_False_True_True_False","both,('add', 0.3),add - rank,('add', 0.2),del",-1433.24230769231,170.753333376567,Inf,-8.39364174830799,3.36515922853017e-13,"both,('add', 0.3),add","rank,('add', 0.2),del"
"rank_False_True_True_False","both,('add', 0.3),add - rank,('add', 0.3),add",-950.211538461537,170.753333376567,Inf,-5.56481984668498,0.000187370292312711,"both,('add', 0.3),add","rank,('add', 0.3),add"
"rank_False_True_True_False","both,('add', 0.3),add - (rank,('add', 0.3),all-sep)",-914.980769230768,170.753333376567,Inf,-5.35849433295065,0.000599177151012156,"both,('add', 0.3),add","(rank,('add', 0.3),all-sep)"
"rank_False_True_True_False","both,('add', 0.3),add - (rank,('add', 0.3),all-uni)",-920.526923076922,170.753333376567,Inf,-5.39097483413022,0.000500346131369309,"both,('add', 0.3),add","(rank,('add', 0.3),all-uni)"
"rank_False_True_True_False","both,('add', 0.3),add - rank,('add', 0.3),del",-950.130769230768,170.753333376567,Inf,-5.56434682967751,0.00018787920157889,"both,('add', 0.3),add","rank,('add', 0.3),del"
"rank_False_True_True_False","both,('add', 0.3),add - rank,mul,add",-875.488461538461,170.753333376567,Inf,-5.12721154091745,0.00209962439882837,"both,('add', 0.3),add","rank,mul,add"
"rank_False_True_True_False","both,('add', 0.3),add - (rank,mul,all-uni)",-875.557692307692,170.753333376567,Inf,-5.12761698406671,0.00209510911056327,"both,('add', 0.3),add","(rank,mul,all-uni)"
"rank_False_True_True_False","both,('add', 0.3),add - rank,mul,del",-904.630769230769,170.753333376567,Inf,-5.29788058213634,0.00083648342329267,"both,('add', 0.3),add","rank,mul,del"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - both,mul,add",-1111.28846153846,170.753333376567,Inf,-6.50815090729565,5.43221694486993e-07,"(both,('add', 0.3),all-sep)","both,mul,add"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (both,mul,all-sep)",-941.903846153846,170.753333376567,Inf,-5.51616666877383,0.000247382218416214,"(both,('add', 0.3),all-sep)","(both,mul,all-sep)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (both,mul,all-uni)",-1085.3,170.753333376567,Inf,-6.35595205398747,1.47897698037941e-06,"(both,('add', 0.3),all-sep)","(both,mul,all-uni)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - both,mul,del",-1111.73461538462,170.753333376567,Inf,-6.51076376314643,5.33855326039089e-07,"(both,('add', 0.3),all-sep)","both,mul,del"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,('add', 0.1),add",-1882.73461538462,170.753333376567,Inf,-11.0260489687341,2.04320088776887e-24,"(both,('add', 0.3),all-sep)","rank,('add', 0.1),add"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (rank,('add', 0.1),all-sep)",-1891.27307692308,170.753333376567,Inf,-11.0760536238095,1.17053392003393e-24,"(both,('add', 0.3),all-sep)","(rank,('add', 0.1),all-sep)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (rank,('add', 0.1),all-uni)",-1839.58076923077,170.753333376567,Inf,-10.773322739029,3.28504945665384e-23,"(both,('add', 0.3),all-sep)","(rank,('add', 0.1),all-uni)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,('add', 0.1),del",-1882.73461538462,170.753333376567,Inf,-11.0260489687341,2.04320088776883e-24,"(both,('add', 0.3),all-sep)","rank,('add', 0.1),del"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,('add', 0.2),add",-1391.9,170.753333376567,Inf,-8.15152461434181,2.56586262779186e-12,"(both,('add', 0.3),all-sep)","rank,('add', 0.2),add"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (rank,('add', 0.2),all-sep)",-1372.89230769231,170.753333376567,Inf,-8.04020794525065,6.40359064858799e-12,"(both,('add', 0.3),all-sep)","(rank,('add', 0.2),all-sep)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (rank,('add', 0.2),all-uni)",-1355.76538461538,170.753333376567,Inf,-7.9399058150477,1.44467072880443e-11,"(both,('add', 0.3),all-sep)","(rank,('add', 0.2),all-uni)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,('add', 0.2),del",-1391.99230769231,170.753333376567,Inf,-8.15206520520749,2.55441564769555e-12,"(both,('add', 0.3),all-sep)","rank,('add', 0.2),del"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,('add', 0.3),add",-908.961538461538,170.753333376567,Inf,-5.32324330358447,0.000727803475350047,"(both,('add', 0.3),all-sep)","rank,('add', 0.3),add"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (rank,('add', 0.3),all-sep)",-873.730769230769,170.753333376567,Inf,-5.11691778985014,0.00221746197408209,"(both,('add', 0.3),all-sep)","(rank,('add', 0.3),all-sep)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (rank,('add', 0.3),all-uni)",-879.276923076923,170.753333376567,Inf,-5.14939829102972,0.00186584931107399,"(both,('add', 0.3),all-sep)","(rank,('add', 0.3),all-uni)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,('add', 0.3),del",-908.880769230769,170.753333376567,Inf,-5.322770286577,0.000729699212256374,"(both,('add', 0.3),all-sep)","rank,('add', 0.3),del"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,mul,add",-834.238461538462,170.753333376567,Inf,-4.88563499781695,0.00736105703510179,"(both,('add', 0.3),all-sep)","rank,mul,add"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - (rank,mul,all-uni)",-834.307692307693,170.753333376567,Inf,-4.88604044096621,0.00734592290577254,"(both,('add', 0.3),all-sep)","(rank,mul,all-uni)"
"rank_False_True_True_False","(both,('add', 0.3),all-sep) - rank,mul,del",-863.380769230769,170.753333376567,Inf,-5.05630403903584,0.00305206201578982,"(both,('add', 0.3),all-sep)","rank,mul,del"
"rank_False_True_True_False","(both,('add', 0.3),all-uni) - both,mul,add",-1122.85384615385,170.753333376567,Inf,-6.5758824378414,3.45329375271639e-07,"(both,('add', 0.3),all-uni)","both,mul,add"
"rank_False_True_True_False","(both,('add', 0.3),all-uni) - (both,mul,all-sep)",-953.469230769231,170.753333376567,Inf,-5.58389819931959,0.000167923092539715,"(both,('add', 0.3),all-uni)","(both,mul,all-sep)"
