"Test","contrast","estimate","SE","df","z.ratio","p.value","setting_1","setting_2"
"rank_both_True","(False,False,all-uni) - skip,True,add",-144.211538461538,38.3134245375161,Inf,-3.76399500181269,0.0461527826349791,"(False,False,all-uni)","skip,True,add"
"rank_both_True","(False,False,all-uni) - (skip,True,all-uni)",-150.361538461538,38.3134245375161,Inf,-3.92451315110989,0.0239858661090596,"(False,False,all-uni)","(skip,True,all-uni)"
"rank_both_True","False,False,del - False,True,add",-156.461538461538,38.3134245375161,Inf,-4.08372627480305,0.0122321081737749,"False,False,del","False,True,add"
"rank_both_True","False,False,del - (False,True,all-uni)",-163.184615384615,38.3134245375161,Inf,-4.25920202525427,0.00566236041287556,"False,False,del","(False,True,all-uni)"
"rank_both_True","False,False,del - skip,True,add",-197.846153846154,38.3134245375161,Inf,-5.16388592861034,6.67575360623826e-05,"False,False,del","skip,True,add"
"rank_both_True","False,False,del - (skip,True,all-uni)",-203.996153846154,38.3134245375161,Inf,-5.32440407790754,2.79545307101095e-05,"False,False,del","(skip,True,all-uni)"
"rank_both_True","False,True,add - False,True,del",202.561538461539,38.3134245375161,Inf,5.28695988173002,3.43249887182634e-05,"False,True,add","False,True,del"
"rank_both_True","False,True,add - (skip,False,all-sep)",144.757692307692,38.3134245375161,Inf,3.77824989687223,0.0435898823318924,"False,True,add","(skip,False,all-sep)"
"rank_both_True","False,True,add - skip,True,del",164.323076923077,38.3134245375161,Inf,4.28891645439247,0.00495549413176875,"False,True,add","skip,True,del"
"rank_both_True","False,True,add - (True,False,all-sep)",189.011538461538,38.3134245375161,Inf,4.93329794303457,0.000223153390931983,"False,True,add","(True,False,all-sep)"
"rank_both_True","False,True,add - True,False,del",171.742307692308,38.3134245375161,Inf,4.48256217671535,0.00203555917964841,"False,True,add","True,False,del"
"rank_both_True","False,True,add - True,True,del",210.496153846154,38.3134245375161,Inf,5.49405740643304,1.08413548364814e-05,"False,True,add","True,True,del"
"rank_both_True","(False,True,all-uni) - False,True,del",209.284615384616,38.3134245375161,Inf,5.46243563218125,1.2962225384071e-05,"(False,True,all-uni)","False,True,del"
"rank_both_True","(False,True,all-uni) - (skip,False,all-sep)",151.480769230769,38.3134245375161,Inf,3.95372564732345,0.0212364423247775,"(False,True,all-uni)","(skip,False,all-sep)"
"rank_both_True","(False,True,all-uni) - skip,True,del",171.046153846154,38.3134245375161,Inf,4.46439220484369,0.00221617957256453,"(False,True,all-uni)","skip,True,del"
"rank_both_True","(False,True,all-uni) - (True,False,all-sep)",195.734615384615,38.3134245375161,Inf,5.10877369348579,8.94947794983766e-05,"(False,True,all-uni)","(True,False,all-sep)"
"rank_both_True","(False,True,all-uni) - True,False,del",178.465384615385,38.3134245375161,Inf,4.65803792716658,0.000881095243866604,"(False,True,all-uni)","True,False,del"
"rank_both_True","(False,True,all-uni) - True,True,del",217.219230769231,38.3134245375161,Inf,5.66953315688427,3.95196504617969e-06,"(False,True,all-uni)","True,True,del"
"rank_both_True","False,True,del - (skip,False,all-uni)",-144.1,38.3134245375161,Inf,-3.76108379084983,0.04669333267657,"False,True,del","(skip,False,all-uni)"
"rank_both_True","False,True,del - skip,True,add",-243.946153846154,38.3134245375161,Inf,-6.36711953553732,5.31606542078196e-08,"False,True,del","skip,True,add"
"rank_both_True","False,True,del - (skip,True,all-sep)",-155.726923076923,38.3134245375161,Inf,-4.06455243708212,0.013282422444239,"False,True,del","(skip,True,all-sep)"
"rank_both_True","False,True,del - (skip,True,all-uni)",-250.096153846154,38.3134245375161,Inf,-6.52763768483452,1.84409620348768e-08,"False,True,del","(skip,True,all-uni)"
"rank_both_True","False,True,del - True,True,add",-179.480769230769,38.3134245375161,Inf,-4.68453998558713,0.00077442671456294,"False,True,del","True,True,add"
"rank_both_True","False,True,del - (True,True,all-uni)",-186.253846153846,38.3134245375161,Inf,-4.86132076164239,0.000321830163632924,"False,True,del","(True,True,all-uni)"
"rank_both_True","skip,False,add - True,True,del",143.95,38.3134245375161,Inf,3.7571687140377,0.0474296734629878,"skip,False,add","True,True,del"
"rank_both_True","(skip,False,all-sep) - skip,True,add",-186.142307692308,38.3134245375161,Inf,-4.85840955067953,0.000326597545332692,"(skip,False,all-sep)","skip,True,add"
"rank_both_True","(skip,False,all-sep) - (skip,True,all-uni)",-192.292307692308,38.3134245375161,Inf,-5.01892769997673,0.000143411530802291,"(skip,False,all-sep)","(skip,True,all-uni)"
"rank_both_True","(skip,False,all-uni) - True,True,del",152.034615384615,38.3134245375161,Inf,3.96818131555285,0.0199888098097782,"(skip,False,all-uni)","True,True,del"
"rank_both_True","skip,False,del - skip,True,add",-164.603846153846,38.3134245375161,Inf,-4.29624467509209,0.00479455719732077,"skip,False,del","skip,True,add"
"rank_both_True","skip,False,del - (skip,True,all-uni)",-170.753846153846,38.3134245375161,Inf,-4.45676282438929,0.00229650139805422,"skip,False,del","(skip,True,all-uni)"
"rank_both_True","skip,True,add - skip,True,del",205.707692307692,38.3134245375161,Inf,5.36907610819976,2.18429210701442e-05,"skip,True,add","skip,True,del"
"rank_both_True","skip,True,add - True,False,add",159.946153846154,38.3134245375161,Inf,4.1746765207463,0.00823610945070942,"skip,True,add","True,False,add"
"rank_both_True","skip,True,add - (True,False,all-sep)",230.396153846154,38.3134245375161,Inf,6.01345759684186,5.01236563905577e-07,"skip,True,add","(True,False,all-sep)"
"rank_both_True","skip,True,add - (True,False,all-uni)",150.611538461538,38.3134245375161,Inf,3.9310382791301,0.0233440255479137,"skip,True,add","(True,False,all-uni)"
"rank_both_True","skip,True,add - True,False,del",213.126923076923,38.3134245375161,Inf,5.56272183052265,7.33053465260468e-06,"skip,True,add","True,False,del"
"rank_both_True","skip,True,add - True,True,del",251.880769230769,38.3134245375161,Inf,6.57421706024034,1.34991153962618e-08,"skip,True,add","True,True,del"
"rank_both_True","(skip,True,all-sep) - True,True,del",163.661538461538,38.3134245375161,Inf,4.27164996178514,0.00535528258914789,"(skip,True,all-sep)","True,True,del"
"rank_both_True","(skip,True,all-uni) - skip,True,del",211.857692307692,38.3134245375161,Inf,5.52959425749696,8.85883555003409e-06,"(skip,True,all-uni)","skip,True,del"
"rank_both_True","(skip,True,all-uni) - True,False,add",166.096153846154,38.3134245375161,Inf,4.3351946700435,0.00401942072816336,"(skip,True,all-uni)","True,False,add"
"rank_both_True","(skip,True,all-uni) - (True,False,all-sep)",236.546153846154,38.3134245375161,Inf,6.17397574613906,1.83798780782754e-07,"(skip,True,all-uni)","(True,False,all-sep)"
"rank_both_True","(skip,True,all-uni) - (True,False,all-uni)",156.761538461538,38.3134245375161,Inf,4.0915564284273,0.011826259184839,"(skip,True,all-uni)","(True,False,all-uni)"
"rank_both_True","(skip,True,all-uni) - True,False,del",219.276923076923,38.3134245375161,Inf,5.72323997981985,2.88451665193003e-06,"(skip,True,all-uni)","True,False,del"
"rank_both_True","(skip,True,all-uni) - True,True,del",258.030769230769,38.3134245375161,Inf,6.73473520953754,4.53271310832307e-09,"(skip,True,all-uni)","True,True,del"
"rank_both_True","skip,True,del - (True,True,all-uni)",-148.015384615385,38.3134245375161,Inf,-3.86327733430483,0.0308777402741712,"skip,True,del","(True,True,all-uni)"
"rank_both_True","(True,False,all-sep) - True,True,add",-165.930769230769,38.3134245375161,Inf,-4.33087804689167,0.004099039506141,"(True,False,all-sep)","True,True,add"
"rank_both_True","(True,False,all-sep) - (True,True,all-uni)",-172.703846153846,38.3134245375161,Inf,-4.50765882294693,0.00180909341719953,"(True,False,all-sep)","(True,True,all-uni)"
"rank_both_True","True,False,del - True,True,add",-148.661538461538,38.3134245375161,Inf,-3.88014228057245,0.0288131244457039,"True,False,del","True,True,add"
"rank_both_True","True,False,del - (True,True,all-uni)",-155.434615384615,38.3134245375161,Inf,-4.05692305662772,0.0137236732691445,"True,False,del","(True,True,all-uni)"
"rank_both_True","True,True,add - True,True,del",187.415384615385,38.3134245375161,Inf,4.89163751029014,0.0002760013540494,"True,True,add","True,True,del"
"rank_both_True","(True,True,all-uni) - True,True,del",194.188461538462,38.3134245375161,Inf,5.06841828634541,0.000110713293631316,"(True,True,all-uni)","True,True,del"
"rank_rank_False","skip,False,add - (True,True,all-sep)",104.634615384615,25.1311476541549,Inf,4.16354305917726,0.00864837443375399,"skip,False,add","(True,True,all-sep)"
"rank_rank_False","skip,False,add - (True,True,all-uni)",97.6884615384615,25.1311476541549,Inf,3.88714685388874,0.0279945132129254,"skip,False,add","(True,True,all-uni)"
"rank_rank_False","(skip,False,all-uni) - (True,True,all-sep)",105.215384615385,25.1311476541549,Inf,4.18665259793615,0.00781352205594177,"(skip,False,all-uni)","(True,True,all-sep)"
"rank_rank_False","(skip,False,all-uni) - (True,True,all-uni)",98.2692307692308,25.1311476541549,Inf,3.91025639264764,0.0254467042653601,"(skip,False,all-uni)","(True,True,all-uni)"
"rank_rank_False","skip,False,del - (True,True,all-sep)",103.030769230769,25.1311476541549,Inf,4.09972400180998,0.0114165506155903,"skip,False,del","(True,True,all-sep)"
"rank_rank_False","skip,False,del - (True,True,all-uni)",96.0846153846154,25.1311476541549,Inf,3.82332779652146,0.0363388653009587,"skip,False,del","(True,True,all-uni)"
"rank_rank_True","False,False,add - skip,True,add",-153.092307692308,38.3134245375161,Inf,-3.99578762640758,0.0177963470964977,"False,False,add","skip,True,add"
"rank_rank_True","False,False,add - (skip,True,all-uni)",-159.242307692308,38.3134245375161,Inf,-4.15630577570478,0.00892680277444111,"False,False,add","(skip,True,all-uni)"
"rank_rank_True","(False,False,all-sep) - False,True,add",-180.065384615385,38.3134245375161,Inf,-4.69979874649593,0.000718753685536573,"(False,False,all-sep)","False,True,add"
"rank_rank_True","(False,False,all-sep) - (False,True,all-uni)",-186.788461538462,38.3134245375161,Inf,-4.87527449694715,0.000299894028597705,"(False,False,all-sep)","(False,True,all-uni)"
"rank_rank_True","(False,False,all-sep) - skip,True,add",-221.45,38.3134245375161,Inf,-5.77995840030322,2.06224711964639e-06,"(False,False,all-sep)","skip,True,add"
"rank_rank_True","(False,False,all-sep) - (skip,True,all-uni)",-227.6,38.3134245375161,Inf,-5.94047654960042,7.84377403902312e-07,"(False,False,all-sep)","(skip,True,all-uni)"
"rank_rank_True","(False,False,all-sep) - True,True,add",-156.984615384615,38.3134245375161,Inf,-4.09737885035303,0.0115327905555986,"(False,False,all-sep)","True,True,add"
"rank_rank_True","(False,False,all-sep) - (True,True,all-uni)",-163.757692307692,38.3134245375161,Inf,-4.27415962640829,0.00529532360329898,"(False,False,all-sep)","(True,True,all-uni)"
"rank_rank_True","(False,False,all-uni) - skip,True,add",-144.211538461538,38.3134245375161,Inf,-3.76399500181269,0.0461527826349791,"(False,False,all-uni)","skip,True,add"
"rank_rank_True","(False,False,all-uni) - (skip,True,all-uni)",-150.361538461538,38.3134245375161,Inf,-3.92451315110989,0.0239858661090596,"(False,False,all-uni)","(skip,True,all-uni)"
"rank_rank_True","False,False,del - False,True,add",-156.461538461538,38.3134245375161,Inf,-4.08372627480305,0.0122321081737749,"False,False,del","False,True,add"
"rank_rank_True","False,False,del - (False,True,all-uni)",-163.184615384615,38.3134245375161,Inf,-4.25920202525427,0.00566236041287556,"False,False,del","(False,True,all-uni)"
"rank_rank_True","False,False,del - skip,True,add",-197.846153846154,38.3134245375161,Inf,-5.16388592861034,6.67575360623826e-05,"False,False,del","skip,True,add"
"rank_rank_True","False,False,del - (skip,True,all-uni)",-203.996153846154,38.3134245375161,Inf,-5.32440407790754,2.79545307101095e-05,"False,False,del","(skip,True,all-uni)"
"rank_rank_True","False,True,add - False,True,del",202.561538461539,38.3134245375161,Inf,5.28695988173002,3.43249887182634e-05,"False,True,add","False,True,del"
"rank_rank_True","False,True,add - (skip,False,all-sep)",144.757692307692,38.3134245375161,Inf,3.77824989687223,0.0435898823318924,"False,True,add","(skip,False,all-sep)"
"rank_rank_True","False,True,add - skip,True,del",164.323076923077,38.3134245375161,Inf,4.28891645439247,0.00495549413176875,"False,True,add","skip,True,del"
"rank_rank_True","False,True,add - (True,False,all-sep)",189.011538461538,38.3134245375161,Inf,4.93329794303457,0.000223153390931983,"False,True,add","(True,False,all-sep)"
"rank_rank_True","False,True,add - True,False,del",171.742307692308,38.3134245375161,Inf,4.48256217671535,0.00203555917964841,"False,True,add","True,False,del"
"rank_rank_True","False,True,add - True,True,del",210.496153846154,38.3134245375161,Inf,5.49405740643304,1.08413548364814e-05,"False,True,add","True,True,del"
"rank_rank_True","(False,True,all-uni) - False,True,del",209.284615384616,38.3134245375161,Inf,5.46243563218125,1.2962225384071e-05,"(False,True,all-uni)","False,True,del"
"rank_rank_True","(False,True,all-uni) - (skip,False,all-sep)",151.480769230769,38.3134245375161,Inf,3.95372564732345,0.0212364423247775,"(False,True,all-uni)","(skip,False,all-sep)"
"rank_rank_True","(False,True,all-uni) - skip,True,del",171.046153846154,38.3134245375161,Inf,4.46439220484369,0.00221617957256453,"(False,True,all-uni)","skip,True,del"
"rank_rank_True","(False,True,all-uni) - (True,False,all-sep)",195.734615384615,38.3134245375161,Inf,5.10877369348579,8.94947794983766e-05,"(False,True,all-uni)","(True,False,all-sep)"
"rank_rank_True","(False,True,all-uni) - True,False,del",178.465384615385,38.3134245375161,Inf,4.65803792716658,0.000881095243866604,"(False,True,all-uni)","True,False,del"
"rank_rank_True","(False,True,all-uni) - True,True,del",217.219230769231,38.3134245375161,Inf,5.66953315688427,3.95196504617969e-06,"(False,True,all-uni)","True,True,del"
"rank_rank_True","False,True,del - (skip,False,all-uni)",-144.1,38.3134245375161,Inf,-3.76108379084983,0.04669333267657,"False,True,del","(skip,False,all-uni)"
"rank_rank_True","False,True,del - skip,True,add",-243.946153846154,38.3134245375161,Inf,-6.36711953553732,5.31606542078196e-08,"False,True,del","skip,True,add"
"rank_rank_True","False,True,del - (skip,True,all-sep)",-155.726923076923,38.3134245375161,Inf,-4.06455243708212,0.013282422444239,"False,True,del","(skip,True,all-sep)"
"rank_rank_True","False,True,del - (skip,True,all-uni)",-250.096153846154,38.3134245375161,Inf,-6.52763768483452,1.84409620348768e-08,"False,True,del","(skip,True,all-uni)"
"rank_rank_True","False,True,del - True,True,add",-179.480769230769,38.3134245375161,Inf,-4.68453998558713,0.00077442671456294,"False,True,del","True,True,add"
"rank_rank_True","False,True,del - (True,True,all-uni)",-186.253846153846,38.3134245375161,Inf,-4.86132076164239,0.000321830163632924,"False,True,del","(True,True,all-uni)"
"rank_rank_True","skip,False,add - True,True,del",143.95,38.3134245375161,Inf,3.7571687140377,0.0474296734629878,"skip,False,add","True,True,del"
"rank_rank_True","(skip,False,all-sep) - skip,True,add",-186.142307692308,38.3134245375161,Inf,-4.85840955067953,0.000326597545332692,"(skip,False,all-sep)","skip,True,add"
"rank_rank_True","(skip,False,all-sep) - (skip,True,all-uni)",-192.292307692308,38.3134245375161,Inf,-5.01892769997673,0.000143411530802291,"(skip,False,all-sep)","(skip,True,all-uni)"
"rank_rank_True","(skip,False,all-uni) - True,True,del",152.034615384615,38.3134245375161,Inf,3.96818131555285,0.0199888098097782,"(skip,False,all-uni)","True,True,del"
"rank_rank_True","skip,False,del - skip,True,add",-164.603846153846,38.3134245375161,Inf,-4.29624467509209,0.00479455719732077,"skip,False,del","skip,True,add"
"rank_rank_True","skip,False,del - (skip,True,all-uni)",-170.753846153846,38.3134245375161,Inf,-4.45676282438929,0.00229650139805422,"skip,False,del","(skip,True,all-uni)"
"rank_rank_True","skip,True,add - skip,True,del",205.707692307692,38.3134245375161,Inf,5.36907610819976,2.18429210701442e-05,"skip,True,add","skip,True,del"
"rank_rank_True","skip,True,add - True,False,add",159.946153846154,38.3134245375161,Inf,4.1746765207463,0.00823610945070942,"skip,True,add","True,False,add"
"rank_rank_True","skip,True,add - (True,False,all-sep)",230.396153846154,38.3134245375161,Inf,6.01345759684186,5.01236563905577e-07,"skip,True,add","(True,False,all-sep)"
"rank_rank_True","skip,True,add - (True,False,all-uni)",150.611538461538,38.3134245375161,Inf,3.9310382791301,0.0233440255479137,"skip,True,add","(True,False,all-uni)"
"rank_rank_True","skip,True,add - True,False,del",213.126923076923,38.3134245375161,Inf,5.56272183052265,7.33053465260468e-06,"skip,True,add","True,False,del"
"rank_rank_True","skip,True,add - True,True,del",251.880769230769,38.3134245375161,Inf,6.57421706024034,1.34991153962618e-08,"skip,True,add","True,True,del"
"rank_rank_True","(skip,True,all-sep) - True,True,del",163.661538461538,38.3134245375161,Inf,4.27164996178514,0.00535528258914789,"(skip,True,all-sep)","True,True,del"
"rank_rank_True","(skip,True,all-uni) - skip,True,del",211.857692307692,38.3134245375161,Inf,5.52959425749696,8.85883555003409e-06,"(skip,True,all-uni)","skip,True,del"
"rank_rank_True","(skip,True,all-uni) - True,False,add",166.096153846154,38.3134245375161,Inf,4.3351946700435,0.00401942072816336,"(skip,True,all-uni)","True,False,add"
"rank_rank_True","(skip,True,all-uni) - (True,False,all-sep)",236.546153846154,38.3134245375161,Inf,6.17397574613906,1.83798780782754e-07,"(skip,True,all-uni)","(True,False,all-sep)"
"rank_rank_True","(skip,True,all-uni) - (True,False,all-uni)",156.761538461538,38.3134245375161,Inf,4.0915564284273,0.011826259184839,"(skip,True,all-uni)","(True,False,all-uni)"
"rank_rank_True","(skip,True,all-uni) - True,False,del",219.276923076923,38.3134245375161,Inf,5.72323997981985,2.88451665193003e-06,"(skip,True,all-uni)","True,False,del"
"rank_rank_True","(skip,True,all-uni) - True,True,del",258.030769230769,38.3134245375161,Inf,6.73473520953754,4.53271310832307e-09,"(skip,True,all-uni)","True,True,del"
"rank_rank_True","skip,True,del - (True,True,all-uni)",-148.015384615385,38.3134245375161,Inf,-3.86327733430483,0.0308777402741712,"skip,True,del","(True,True,all-uni)"
"rank_rank_True","(True,False,all-sep) - True,True,add",-165.930769230769,38.3134245375161,Inf,-4.33087804689167,0.004099039506141,"(True,False,all-sep)","True,True,add"
"rank_rank_True","(True,False,all-sep) - (True,True,all-uni)",-172.703846153846,38.3134245375161,Inf,-4.50765882294693,0.00180909341719953,"(True,False,all-sep)","(True,True,all-uni)"
"rank_rank_True","True,False,del - True,True,add",-148.661538461538,38.3134245375161,Inf,-3.88014228057245,0.0288131244457039,"True,False,del","True,True,add"
"rank_rank_True","True,False,del - (True,True,all-uni)",-155.434615384615,38.3134245375161,Inf,-4.05692305662772,0.0137236732691445,"True,False,del","(True,True,all-uni)"
"rank_rank_True","True,True,add - True,True,del",187.415384615385,38.3134245375161,Inf,4.89163751029014,0.0002760013540494,"True,True,add","True,True,del"
"rank_rank_True","(True,True,all-uni) - True,True,del",194.188461538462,38.3134245375161,Inf,5.06841828634541,0.000110713293631316,"(True,True,all-uni)","True,True,del"
"rank_score_False","skip,False,add - (True,True,all-sep)",104.634615384615,25.1311476541549,Inf,4.16354305917726,0.00864837443375399,"skip,False,add","(True,True,all-sep)"
"rank_score_False","skip,False,add - (True,True,all-uni)",97.6884615384615,25.1311476541549,Inf,3.88714685388874,0.0279945132129254,"skip,False,add","(True,True,all-uni)"
"rank_score_False","(skip,False,all-uni) - (True,True,all-sep)",105.215384615385,25.1311476541549,Inf,4.18665259793615,0.00781352205594177,"(skip,False,all-uni)","(True,True,all-sep)"
"rank_score_False","(skip,False,all-uni) - (True,True,all-uni)",98.2692307692308,25.1311476541549,Inf,3.91025639264764,0.0254467042653601,"(skip,False,all-uni)","(True,True,all-uni)"
"rank_score_False","skip,False,del - (True,True,all-sep)",103.030769230769,25.1311476541549,Inf,4.09972400180998,0.0114165506155903,"skip,False,del","(True,True,all-sep)"
"rank_score_False","skip,False,del - (True,True,all-uni)",96.0846153846154,25.1311476541549,Inf,3.82332779652146,0.0363388653009587,"skip,False,del","(True,True,all-uni)"
"rank_score_True","False,False,add - skip,True,add",-153.092307692308,38.3134245375161,Inf,-3.99578762640758,0.0177963470964977,"False,False,add","skip,True,add"
"rank_score_True","False,False,add - (skip,True,all-uni)",-159.242307692308,38.3134245375161,Inf,-4.15630577570478,0.00892680277444111,"False,False,add","(skip,True,all-uni)"
"rank_score_True","(False,False,all-sep) - False,True,add",-180.065384615385,38.3134245375161,Inf,-4.69979874649593,0.000718753685536573,"(False,False,all-sep)","False,True,add"
"rank_score_True","(False,False,all-sep) - (False,True,all-uni)",-186.788461538462,38.3134245375161,Inf,-4.87527449694715,0.000299894028597705,"(False,False,all-sep)","(False,True,all-uni)"
"rank_score_True","(False,False,all-sep) - skip,True,add",-221.45,38.3134245375161,Inf,-5.77995840030322,2.06224711964639e-06,"(False,False,all-sep)","skip,True,add"
"rank_score_True","(False,False,all-sep) - (skip,True,all-uni)",-227.6,38.3134245375161,Inf,-5.94047654960042,7.84377403902312e-07,"(False,False,all-sep)","(skip,True,all-uni)"
"rank_score_True","(False,False,all-sep) - True,True,add",-156.984615384615,38.3134245375161,Inf,-4.09737885035303,0.0115327905555986,"(False,False,all-sep)","True,True,add"
"rank_score_True","(False,False,all-sep) - (True,True,all-uni)",-163.757692307692,38.3134245375161,Inf,-4.27415962640829,0.00529532360329898,"(False,False,all-sep)","(True,True,all-uni)"
"rank_score_True","(False,False,all-uni) - skip,True,add",-144.211538461538,38.3134245375161,Inf,-3.76399500181269,0.0461527826349791,"(False,False,all-uni)","skip,True,add"
"rank_score_True","(False,False,all-uni) - (skip,True,all-uni)",-150.361538461538,38.3134245375161,Inf,-3.92451315110989,0.0239858661090596,"(False,False,all-uni)","(skip,True,all-uni)"
"rank_score_True","False,False,del - False,True,add",-156.461538461538,38.3134245375161,Inf,-4.08372627480305,0.0122321081737749,"False,False,del","False,True,add"
"rank_score_True","False,False,del - (False,True,all-uni)",-163.184615384615,38.3134245375161,Inf,-4.25920202525427,0.00566236041287556,"False,False,del","(False,True,all-uni)"
"rank_score_True","False,False,del - skip,True,add",-197.846153846154,38.3134245375161,Inf,-5.16388592861034,6.67575360623826e-05,"False,False,del","skip,True,add"
"rank_score_True","False,False,del - (skip,True,all-uni)",-203.996153846154,38.3134245375161,Inf,-5.32440407790754,2.79545307101095e-05,"False,False,del","(skip,True,all-uni)"
"rank_score_True","False,True,add - False,True,del",202.561538461539,38.3134245375161,Inf,5.28695988173002,3.43249887182634e-05,"False,True,add","False,True,del"
"rank_score_True","False,True,add - (skip,False,all-sep)",144.757692307692,38.3134245375161,Inf,3.77824989687223,0.0435898823318924,"False,True,add","(skip,False,all-sep)"
"rank_score_True","False,True,add - skip,True,del",164.323076923077,38.3134245375161,Inf,4.28891645439247,0.00495549413176875,"False,True,add","skip,True,del"
"rank_score_True","False,True,add - (True,False,all-sep)",189.011538461538,38.3134245375161,Inf,4.93329794303457,0.000223153390931983,"False,True,add","(True,False,all-sep)"
"rank_score_True","False,True,add - True,False,del",171.742307692308,38.3134245375161,Inf,4.48256217671535,0.00203555917964841,"False,True,add","True,False,del"
"rank_score_True","False,True,add - True,True,del",210.496153846154,38.3134245375161,Inf,5.49405740643304,1.08413548364814e-05,"False,True,add","True,True,del"
"rank_score_True","(False,True,all-uni) - False,True,del",209.284615384616,38.3134245375161,Inf,5.46243563218125,1.2962225384071e-05,"(False,True,all-uni)","False,True,del"
"rank_score_True","(False,True,all-uni) - (skip,False,all-sep)",151.480769230769,38.3134245375161,Inf,3.95372564732345,0.0212364423247775,"(False,True,all-uni)","(skip,False,all-sep)"
"rank_score_True","(False,True,all-uni) - skip,True,del",171.046153846154,38.3134245375161,Inf,4.46439220484369,0.00221617957256453,"(False,True,all-uni)","skip,True,del"
"rank_score_True","(False,True,all-uni) - (True,False,all-sep)",195.734615384615,38.3134245375161,Inf,5.10877369348579,8.94947794983766e-05,"(False,True,all-uni)","(True,False,all-sep)"
"rank_score_True","(False,True,all-uni) - True,False,del",178.465384615385,38.3134245375161,Inf,4.65803792716658,0.000881095243866604,"(False,True,all-uni)","True,False,del"
"rank_score_True","(False,True,all-uni) - True,True,del",217.219230769231,38.3134245375161,Inf,5.66953315688427,3.95196504617969e-06,"(False,True,all-uni)","True,True,del"
"rank_score_True","False,True,del - (skip,False,all-uni)",-144.1,38.3134245375161,Inf,-3.76108379084983,0.04669333267657,"False,True,del","(skip,False,all-uni)"
"rank_score_True","False,True,del - skip,True,add",-243.946153846154,38.3134245375161,Inf,-6.36711953553732,5.31606542078196e-08,"False,True,del","skip,True,add"
"rank_score_True","False,True,del - (skip,True,all-sep)",-155.726923076923,38.3134245375161,Inf,-4.06455243708212,0.013282422444239,"False,True,del","(skip,True,all-sep)"
"rank_score_True","False,True,del - (skip,True,all-uni)",-250.096153846154,38.3134245375161,Inf,-6.52763768483452,1.84409620348768e-08,"False,True,del","(skip,True,all-uni)"
"rank_score_True","False,True,del - True,True,add",-179.480769230769,38.3134245375161,Inf,-4.68453998558713,0.00077442671456294,"False,True,del","True,True,add"
"rank_score_True","False,True,del - (True,True,all-uni)",-186.253846153846,38.3134245375161,Inf,-4.86132076164239,0.000321830163632924,"False,True,del","(True,True,all-uni)"
"rank_score_True","skip,False,add - True,True,del",143.95,38.3134245375161,Inf,3.7571687140377,0.0474296734629878,"skip,False,add","True,True,del"
"rank_score_True","(skip,False,all-sep) - skip,True,add",-186.142307692308,38.3134245375161,Inf,-4.85840955067953,0.000326597545332692,"(skip,False,all-sep)","skip,True,add"
