"Test","contrast","estimate","SE","df","z.ratio","p.value","setting_1","setting_2"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.1),False,all-sep)",-2966.76153846154,351.867208827266,Inf,-8.4314805814086,9.78902714702931e-13,"both,('add', 0.1),True,add","(rank,('add', 0.1),False,all-sep)"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.1),False,all-uni)",-2871.88846153847,351.867208827266,Inf,-8.16185307835346,9.46220201993032e-12,"both,('add', 0.1),True,add","(rank,('add', 0.1),False,all-uni)"
"rank","both,('add', 0.1),True,add - rank,('add', 0.1),False,del",-2957.98846153847,351.867208827267,Inf,-8.40654766153716,1.21102956832933e-12,"both,('add', 0.1),True,add","rank,('add', 0.1),False,del"
"rank","both,('add', 0.1),True,add - rank,('add', 0.1),True,add",-4294.13076923077,351.867208827266,Inf,-12.2038390094451,8.5038382321876e-30,"both,('add', 0.1),True,add","rank,('add', 0.1),True,add"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.1),True,all-sep)",-3941.93076923077,351.867208827267,Inf,-11.2028932231815,1.1318017218741e-24,"both,('add', 0.1),True,add","(rank,('add', 0.1),True,all-sep)"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.1),True,all-uni)",-4348.12307692308,351.867208827266,Inf,-12.35728413402,1.27607718109873e-30,"both,('add', 0.1),True,add","(rank,('add', 0.1),True,all-uni)"
"rank","both,('add', 0.1),True,add - rank,('add', 0.1),True,del",-2603.49230769231,351.867208827266,Inf,-7.39907624916074,3.9330345633431e-09,"both,('add', 0.1),True,add","rank,('add', 0.1),True,del"
"rank","both,('add', 0.1),True,add - rank,('add', 0.2),False,add",-1969.40384615385,351.867208827266,Inf,-5.59700874860618,0.000625458334682263,"both,('add', 0.1),True,add","rank,('add', 0.2),False,add"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.2),False,all-sep)",-1925.83846153846,351.867208827266,Inf,-5.47319674361548,0.00126762426985523,"both,('add', 0.1),True,add","(rank,('add', 0.2),False,all-sep)"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.2),False,all-uni)",-1897.3076923077,351.867208827266,Inf,-5.39211283322253,0.00199710363389387,"both,('add', 0.1),True,add","(rank,('add', 0.2),False,all-uni)"
"rank","both,('add', 0.1),True,add - rank,('add', 0.2),False,del",-1969.54230769231,351.867208827266,Inf,-5.59740225369841,0.00062404082238016,"both,('add', 0.1),True,add","rank,('add', 0.2),False,del"
"rank","both,('add', 0.1),True,add - rank,('add', 0.2),True,add",-2831.95,351.867208827266,Inf,-8.04834872063973,2.40678410945024e-11,"both,('add', 0.1),True,add","rank,('add', 0.2),True,add"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.2),True,all-sep)",-2565.32307692308,351.867208827266,Inf,-7.29060001206993,8.85000665741633e-09,"both,('add', 0.1),True,add","(rank,('add', 0.2),True,all-sep)"
"rank","both,('add', 0.1),True,add - (rank,('add', 0.2),True,all-uni)",-2926.61153846154,351.867208827266,Inf,-8.31737503535952,2.57927370355592e-12,"both,('add', 0.1),True,add","(rank,('add', 0.2),True,all-uni)"
"rank","both,('add', 0.1),True,add - rank,mul,True,add",-1813.16923076923,351.867208827267,Inf,-5.15299290551206,0.007352452617397,"both,('add', 0.1),True,add","rank,mul,True,add"
"rank","both,('add', 0.1),True,add - (rank,mul,True,all-uni)",-1848.52307692308,351.867208827267,Inf,-5.25346787239424,0.00428082619921783,"both,('add', 0.1),True,add","(rank,mul,True,all-uni)"
"rank","(both,('add', 0.1),True,all-sep) - both,mul,True,add",-2968.46923076924,351.867208827266,Inf,-8.43633381087941,9.39117198122004e-13,"(both,('add', 0.1),True,all-sep)","both,mul,True,add"
"rank","(both,('add', 0.1),True,all-sep) - (both,mul,True,all-sep)",-2135.22307692308,351.867208827267,Inf,-6.06826388864009,3.70833342815138e-05,"(both,('add', 0.1),True,all-sep)","(both,mul,True,all-sep)"
"rank","(both,('add', 0.1),True,all-sep) - (both,mul,True,all-uni)",-3019.70000000001,351.867208827266,Inf,-8.58193069500373,2.67566751368446e-13,"(both,('add', 0.1),True,all-sep)","(both,mul,True,all-uni)"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.1),False,add",-3132.3576923077,351.867208827266,Inf,-8.90210174101614,1.57163540923572e-14,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.1),False,add"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.1),False,all-sep)",-3141.13076923077,351.867208827266,Inf,-8.92703466088757,1.25498042939597e-14,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.1),False,all-sep)"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.1),False,all-uni)",-3046.2576923077,351.867208827266,Inf,-8.65740715783244,1.38414366820848e-13,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.1),False,all-uni)"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.1),False,del",-3132.3576923077,351.867208827267,Inf,-8.90210174101613,1.57163540923577e-14,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.1),False,del"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.1),True,add",-4468.50000000001,351.867208827266,Inf,-12.6993930889241,1.70904203019756e-32,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.1),True,add"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.1),True,all-sep)",-4116.30000000001,351.867208827267,Inf,-11.6984473026605,3.72286120988711e-27,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.1),True,all-sep)"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.1),True,all-uni)",-4522.49230769231,351.867208827266,Inf,-12.852838213499,2.37790020458486e-33,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.1),True,all-uni)"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.1),True,del",-2777.86153846154,351.867208827267,Inf,-7.89463032863972,8.35095592184792e-11,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.1),True,del"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.2),False,add",-2143.77307692308,351.867208827266,Inf,-6.09256282808516,3.18684161294401e-05,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.2),False,add"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.2),False,all-sep)",-2100.2076923077,351.867208827266,Inf,-5.96875082309446,6.85672549505748e-05,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.2),False,all-sep)"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.2),False,all-uni)",-2071.67692307693,351.867208827266,Inf,-5.8876669127015,0.000112335406270711,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.2),False,all-uni)"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.2),False,del",-2143.91153846154,351.867208827267,Inf,-6.09295633317738,3.1790146957436e-05,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.2),False,del"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.2),True,add",-3006.31923076923,351.867208827266,Inf,-8.5439028001187,3.72160853035294e-13,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.2),True,add"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.2),True,all-sep)",-2739.69230769231,351.867208827267,Inf,-7.7861540915489,1.98120560987079e-10,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.2),True,all-sep)"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.2),True,all-uni)",-3100.98076923077,351.867208827266,Inf,-8.8129291148385,3.49659806686423e-14,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.2),True,all-uni)"
"rank","(both,('add', 0.1),True,all-sep) - rank,('add', 0.2),True,del",-1700.87692307693,351.867208827267,Inf,-4.83386027571526,0.0384055578398292,"(both,('add', 0.1),True,all-sep)","rank,('add', 0.2),True,del"
"rank","(both,('add', 0.1),True,all-sep) - (rank,('add', 0.3),True,all-uni)",-1723.50384615385,351.867208827266,Inf,-4.89816556620349,0.0277437445405843,"(both,('add', 0.1),True,all-sep)","(rank,('add', 0.3),True,all-uni)"
"rank","(both,('add', 0.1),True,all-sep) - rank,mul,True,add",-1987.53846153847,351.867208827267,Inf,-5.64854698499103,0.000464070018962732,"(both,('add', 0.1),True,all-sep)","rank,mul,True,add"
"rank","(both,('add', 0.1),True,all-sep) - (rank,mul,True,all-uni)",-2022.89230769231,351.867208827267,Inf,-5.74902195187322,0.000257435020543504,"(both,('add', 0.1),True,all-sep)","(rank,mul,True,all-uni)"
"rank","(both,('add', 0.1),True,all-uni) - both,mul,True,add",-2794.1,351.867208827266,Inf,-7.94077973140042,5.76221905244206e-11,"(both,('add', 0.1),True,all-uni)","both,mul,True,add"
"rank","(both,('add', 0.1),True,all-uni) - (both,mul,True,all-sep)",-1960.85384615384,351.867208827267,Inf,-5.57270980916109,0.000719314921923612,"(both,('add', 0.1),True,all-uni)","(both,mul,True,all-sep)"
"rank","(both,('add', 0.1),True,all-uni) - (both,mul,True,all-uni)",-2845.33076923076,351.867208827266,Inf,-8.08637661552473,1.76284269704943e-11,"(both,('add', 0.1),True,all-uni)","(both,mul,True,all-uni)"
"rank","(both,('add', 0.1),True,all-uni) - rank,('add', 0.1),False,add",-2957.98846153846,351.867208827266,Inf,-8.40654766153714,1.21102956832957e-12,"(both,('add', 0.1),True,all-uni)","rank,('add', 0.1),False,add"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.1),False,all-sep)",-2966.76153846153,351.867208827266,Inf,-8.43148058140857,9.78902714703169e-13,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.1),False,all-sep)"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.1),False,all-uni)",-2871.88846153846,351.867208827266,Inf,-8.16185307835344,9.46220201993241e-12,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.1),False,all-uni)"
"rank","(both,('add', 0.1),True,all-uni) - rank,('add', 0.1),False,del",-2957.98846153846,351.867208827267,Inf,-8.40654766153713,1.21102956832963e-12,"(both,('add', 0.1),True,all-uni)","rank,('add', 0.1),False,del"
"rank","(both,('add', 0.1),True,all-uni) - rank,('add', 0.1),True,add",-4294.13076923076,351.867208827266,Inf,-12.2038390094451,8.50383823219038e-30,"(both,('add', 0.1),True,all-uni)","rank,('add', 0.1),True,add"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.1),True,all-sep)",-3941.93076923077,351.867208827267,Inf,-11.2028932231815,1.13180172187444e-24,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.1),True,all-sep)"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.1),True,all-uni)",-4348.12307692307,351.867208827266,Inf,-12.35728413402,1.27607718109918e-30,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.1),True,all-uni)"
"rank","(both,('add', 0.1),True,all-uni) - rank,('add', 0.1),True,del",-2603.4923076923,351.867208827267,Inf,-7.39907624916072,3.93303456334391e-09,"(both,('add', 0.1),True,all-uni)","rank,('add', 0.1),True,del"
"rank","(both,('add', 0.1),True,all-uni) - rank,('add', 0.2),False,add",-1969.40384615384,351.867208827266,Inf,-5.59700874860616,0.000625458334682352,"(both,('add', 0.1),True,all-uni)","rank,('add', 0.2),False,add"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.2),False,all-sep)",-1925.83846153846,351.867208827266,Inf,-5.47319674361546,0.00126762426985541,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.2),False,all-sep)"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.2),False,all-uni)",-1897.30769230769,351.867208827266,Inf,-5.39211283322251,0.00199710363389417,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.2),False,all-uni)"
"rank","(both,('add', 0.1),True,all-uni) - rank,('add', 0.2),False,del",-1969.5423076923,351.867208827267,Inf,-5.59740225369838,0.000624040822380256,"(both,('add', 0.1),True,all-uni)","rank,('add', 0.2),False,del"
"rank","(both,('add', 0.1),True,all-uni) - rank,('add', 0.2),True,add",-2831.94999999999,351.867208827266,Inf,-8.0483487206397,2.40678410945077e-11,"(both,('add', 0.1),True,all-uni)","rank,('add', 0.2),True,add"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.2),True,all-sep)",-2565.32307692307,351.867208827267,Inf,-7.2906000120699,8.85000665741808e-09,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.2),True,all-sep)"
"rank","(both,('add', 0.1),True,all-uni) - (rank,('add', 0.2),True,all-uni)",-2926.61153846153,351.867208827266,Inf,-8.3173750353595,2.5792737035565e-12,"(both,('add', 0.1),True,all-uni)","(rank,('add', 0.2),True,all-uni)"
"rank","(both,('add', 0.1),True,all-uni) - rank,mul,True,add",-1813.16923076923,351.867208827267,Inf,-5.15299290551203,0.00735245261739801,"(both,('add', 0.1),True,all-uni)","rank,mul,True,add"
"rank","(both,('add', 0.1),True,all-uni) - (rank,mul,True,all-uni)",-1848.52307692307,351.867208827267,Inf,-5.25346787239422,0.00428082619921841,"(both,('add', 0.1),True,all-uni)","(rank,mul,True,all-uni)"
"rank","both,('add', 0.1),True,del - both,mul,True,add",-2974.96153846154,351.867208827266,Inf,-8.45478482742609,8.01899898641041e-13,"both,('add', 0.1),True,del","both,mul,True,add"
"rank","both,('add', 0.1),True,del - (both,mul,True,all-sep)",-2141.71538461538,351.867208827267,Inf,-6.08671490518676,3.30539656672475e-05,"both,('add', 0.1),True,del","(both,mul,True,all-sep)"
"rank","both,('add', 0.1),True,del - (both,mul,True,all-uni)",-3026.19230769231,351.867208827266,Inf,-8.6003817115504,2.27866615110491e-13,"both,('add', 0.1),True,del","(both,mul,True,all-uni)"
"rank","both,('add', 0.1),True,del - rank,('add', 0.1),False,add",-3138.85,351.867208827266,Inf,-8.92055275756281,1.33065634899127e-14,"both,('add', 0.1),True,del","rank,('add', 0.1),False,add"
"rank","both,('add', 0.1),True,del - (rank,('add', 0.1),False,all-sep)",-3147.62307692308,351.867208827266,Inf,-8.94548567743424,1.06207113165292e-14,"both,('add', 0.1),True,del","(rank,('add', 0.1),False,all-sep)"
"rank","both,('add', 0.1),True,del - (rank,('add', 0.1),False,all-uni)",-3052.75,351.867208827266,Inf,-8.6758581743791,1.17715174968009e-13,"both,('add', 0.1),True,del","(rank,('add', 0.1),False,all-uni)"
"rank","both,('add', 0.1),True,del - rank,('add', 0.1),False,del",-3138.85,351.867208827267,Inf,-8.9205527575628,1.33065634899129e-14,"both,('add', 0.1),True,del","rank,('add', 0.1),False,del"
"rank","both,('add', 0.1),True,del - rank,('add', 0.1),True,add",-4474.99230769231,351.867208827266,Inf,-12.7178441054708,1.3498745475948e-32,"both,('add', 0.1),True,del","rank,('add', 0.1),True,add"
"rank","both,('add', 0.1),True,del - (rank,('add', 0.1),True,all-sep)",-4122.79230769231,351.867208827267,Inf,-11.7168983192071,2.9949282432138e-27,"both,('add', 0.1),True,del","(rank,('add', 0.1),True,all-sep)"
"rank","both,('add', 0.1),True,del - (rank,('add', 0.1),True,all-uni)",-4528.98461538461,351.867208827266,Inf,-12.8712892300456,1.87288868677924e-33,"both,('add', 0.1),True,del","(rank,('add', 0.1),True,all-uni)"
