"contrast","estimate","SE","df","z.ratio","p.value","Winner","Loser"
"both,False,False,False,add - score,False,False,False,del",11.9307692307694,216.027070113149,Inf,0.0552281212929491,1,"both,False,False,False,add","score,False,False,False,del"
"both,False,False,False,add - score,False,False,True,add",182.330769230769,216.027070113149,Inf,0.844018155387978,1,"both,False,False,False,add","score,False,False,True,add"
"both,False,False,False,add - (score,False,False,True,all-sep)",303.496153846154,216.027070113149,Inf,1.40489871795785,1,"both,False,False,False,add","(score,False,False,True,all-sep)"
"both,False,False,False,add - (score,False,False,True,all-uni)",213.265384615385,216.027070113149,Inf,0.987216021138843,1,"both,False,False,False,add","(score,False,False,True,all-uni)"
"both,False,False,False,add - score,False,False,True,del",180.369230769231,216.027070113149,Inf,0.834938096761478,1,"both,False,False,False,add","score,False,False,True,del"
"both,False,False,False,add - score,False,skip,False,add",-257.780769230769,216.027070113149,Inf,-1.19327993985083,1,"both,False,False,False,add","score,False,skip,False,add"
"both,False,False,False,add - (score,False,skip,False,all-sep)",-140.123076923077,216.027070113149,Inf,-0.648636658589519,1,"both,False,False,False,add","(score,False,skip,False,all-sep)"
"both,False,False,False,add - (score,False,skip,False,all-uni)",-260.561538461538,216.027070113149,Inf,-1.20615225825663,1,"both,False,False,False,add","(score,False,skip,False,all-uni)"
"both,False,False,False,add - score,False,skip,False,del",-246.438461538461,216.027070113149,Inf,-1.14077583614583,1,"both,False,False,False,add","score,False,skip,False,del"
"both,False,False,False,add - score,False,skip,True,add",-18.680769230769,216.027070113149,Inf,-0.0864742053900216,1,"both,False,False,False,add","score,False,skip,True,add"
"both,False,False,False,add - (score,False,skip,True,all-sep)",117.15,216.027070113149,Inf,0.542293148440333,1,"both,False,False,False,add","(score,False,skip,True,all-sep)"
"both,False,False,False,add - (score,False,skip,True,all-uni)",13.6846153846156,216.027070113149,Inf,0.0633467619472317,1,"both,False,False,False,add","(score,False,skip,True,all-uni)"
"both,False,False,False,add - score,False,skip,True,del",-22.0499999999998,216.027070113149,Inf,-0.102070541383775,1,"both,False,False,False,add","score,False,skip,True,del"
"both,False,False,False,add - score,False,True,False,add",55.2807692307694,216.027070113149,Inf,0.255897416938603,1,"both,False,False,False,add","score,False,True,False,add"
"both,False,False,False,add - (score,False,True,False,all-sep)",121.280769230769,216.027070113149,Inf,0.561414683665551,1,"both,False,False,False,add","(score,False,True,False,all-sep)"
"both,False,False,False,add - (score,False,True,False,all-uni)",50.4807692307694,216.027070113149,Inf,0.233677979358462,1,"both,False,False,False,add","(score,False,True,False,all-uni)"
"both,False,False,False,add - score,False,True,False,del",67.2115384615387,216.027070113149,Inf,0.311125538231552,1,"both,False,False,False,add","score,False,True,False,del"
"both,False,False,False,add - score,False,True,True,add",286.742307692308,216.027070113149,Inf,1.32734433486563,1,"both,False,False,False,add","score,False,True,True,add"
"both,False,False,False,add - (score,False,True,True,all-sep)",377.411538461539,216.027070113149,Inf,1.74705669184821,1,"both,False,False,False,add","(score,False,True,True,all-sep)"
"both,False,False,False,add - (score,False,True,True,all-uni)",317.676923076923,216.027070113149,Inf,1.47054220061649,1,"both,False,False,False,add","(score,False,True,True,all-uni)"
"both,False,False,False,add - score,False,True,True,del",284.78076923077,216.027070113149,Inf,1.31826427623913,1,"both,False,False,False,add","score,False,True,True,del"
"both,False,False,False,add - score,True,False,False,add",-86.1346153846152,216.027070113149,Inf,-0.398721397922493,1,"both,False,False,False,add","score,True,False,False,add"
"both,False,False,False,add - (score,True,False,False,all-sep)",307.926923076923,216.027070113149,Inf,1.42540896803183,1,"both,False,False,False,add","(score,True,False,False,all-sep)"
"both,False,False,False,add - (score,True,False,False,all-uni)",-139.661538461538,216.027070113149,Inf,-0.646500174206813,1,"both,False,False,False,add","(score,True,False,False,all-uni)"
"both,False,False,False,add - score,True,False,False,del",207.092307692308,216.027070113149,Inf,0.958640542520151,1,"both,False,False,False,add","score,True,False,False,del"
"both,False,False,False,add - score,True,False,True,add",-721.984615384615,216.027070113149,Inf,-3.34210251986688,0.826009590083475,"both,False,False,False,add","score,True,False,True,add"
"both,False,False,False,add - (score,True,False,True,all-sep)",-271.142307692308,216.027070113149,Inf,-1.25513116273016,1,"both,False,False,False,add","(score,True,False,True,all-sep)"
"both,False,False,False,add - (score,True,False,True,all-uni)",-758.965384615384,216.027070113149,Inf,-3.51328833103119,0.678531091497313,"both,False,False,False,add","(score,True,False,True,all-uni)"
"both,False,False,False,add - score,True,False,True,del",471.196153846154,216.027070113149,Inf,2.18119031841405,0.999999959846292,"both,False,False,False,add","score,True,False,True,del"
"both,False,False,False,add - score,True,skip,False,add",-343.142307692307,216.027070113149,Inf,-1.58842272643229,1,"both,False,False,False,add","score,True,skip,False,add"
"both,False,False,False,add - (score,True,skip,False,all-sep)",104.342307692308,216.027070113149,Inf,0.483005706820243,1,"both,False,False,False,add","(score,True,skip,False,all-sep)"
"both,False,False,False,add - (score,True,skip,False,all-uni)",-393.553846153846,216.027070113149,Inf,-1.82178023313334,1,"both,False,False,False,add","(score,True,skip,False,all-uni)"
"both,False,False,False,add - score,True,skip,False,del",17.3769230769232,216.027070113149,Inf,0.080438637008879,1,"both,False,False,False,add","score,True,skip,False,del"
"both,False,False,False,add - score,True,skip,True,add",-952.26923076923,216.027070113149,Inf,-4.408101402618,0.0605110848526911,"both,False,False,False,add","score,True,skip,True,add"
"both,False,False,False,add - (score,True,skip,True,all-sep)",-441.784615384615,216.027070113149,Inf,-2.04504285112611,0.999999999320981,"both,False,False,False,add","(score,True,skip,True,all-sep)"
"both,False,False,False,add - (score,True,skip,True,all-uni)",-985.211538461538,216.027070113149,Inf,-4.56059297543364,0.0331282489033259,"both,False,False,False,add","(score,True,skip,True,all-uni)"
"both,False,False,False,add - score,True,skip,True,del",252.161538461539,216.027070113149,Inf,1.16726824249139,1,"both,False,False,False,add","score,True,skip,True,del"
"both,False,False,False,add - score,True,True,False,add",-48.4499999999998,216.027070113149,Inf,-0.224277448074554,1,"both,False,False,False,add","score,True,True,False,add"
"both,False,False,False,add - (score,True,True,False,all-sep)",358.742307692308,216.027070113149,Inf,1.66063589856775,1,"both,False,False,False,add","(score,True,True,False,all-sep)"
"both,False,False,False,add - (score,True,True,False,all-uni)",-104.503846153846,216.027070113149,Inf,-0.483753476354189,1,"both,False,False,False,add","(score,True,True,False,all-uni)"
"both,False,False,False,add - score,True,True,False,del",294.265384615385,216.027070113149,Inf,1.36216903030373,1,"both,False,False,False,add","score,True,True,False,del"
"both,False,False,False,add - score,True,True,True,add",-585.173076923077,216.027070113149,Inf,-2.70879513672328,0.998881769452938,"both,False,False,False,add","score,True,True,True,add"
"both,False,False,False,add - (score,True,True,True,all-sep)",-175.892307692308,216.027070113149,Inf,-0.814214198249229,1,"both,False,False,False,add","(score,True,True,True,all-sep)"
"both,False,False,False,add - (score,True,True,True,all-uni)",-622.915384615384,216.027070113149,Inf,-2.88350614711906,0.992000285967037,"both,False,False,False,add","(score,True,True,True,all-uni)"
"both,False,False,False,add - score,True,True,True,del",517.107692307692,216.02707011315,Inf,2.39371710238371,0.999993718871314,"both,False,False,False,add","score,True,True,True,del"
"(both,False,False,False,all-sep) - (both,False,False,False,all-uni)",-74.0076923076926,216.027070113149,Inf,-0.342585270766897,1,"(both,False,False,False,all-sep)","(both,False,False,False,all-uni)"
"(both,False,False,False,all-sep) - both,False,False,False,del",-57.2769230769232,216.027070113149,Inf,-0.265137711893806,1,"(both,False,False,False,all-sep)","both,False,False,False,del"
"(both,False,False,False,all-sep) - both,False,False,True,add",113.123076923076,216.027070113149,Inf,0.523652322201221,1,"(both,False,False,False,all-sep)","both,False,False,True,add"
"(both,False,False,False,all-sep) - (both,False,False,True,all-sep)",234.288461538461,216.027070113149,Inf,1.0845328847711,1,"(both,False,False,False,all-sep)","(both,False,False,True,all-sep)"
"(both,False,False,False,all-sep) - (both,False,False,True,all-uni)",144.057692307692,216.027070113149,Inf,0.666850187952088,1,"(both,False,False,False,all-sep)","(both,False,False,True,all-uni)"
"(both,False,False,False,all-sep) - both,False,False,True,del",111.161538461538,216.027070113149,Inf,0.514572263574722,1,"(both,False,False,False,all-sep)","both,False,False,True,del"
"(both,False,False,False,all-sep) - both,False,skip,False,add",-326.988461538462,216.027070113149,Inf,-1.51364577303758,1,"(both,False,False,False,all-sep)","both,False,skip,False,add"
"(both,False,False,False,all-sep) - (both,False,skip,False,all-sep)",-209.33076923077,216.027070113149,Inf,-0.969002491776276,1,"(both,False,False,False,all-sep)","(both,False,skip,False,all-sep)"
"(both,False,False,False,all-sep) - (both,False,skip,False,all-uni)",-329.769230769231,216.027070113149,Inf,-1.52651809144339,1,"(both,False,False,False,all-sep)","(both,False,skip,False,all-uni)"
"(both,False,False,False,all-sep) - both,False,skip,False,del",-315.646153846154,216.027070113149,Inf,-1.46114166933259,1,"(both,False,False,False,all-sep)","both,False,skip,False,del"
"(both,False,False,False,all-sep) - both,False,skip,True,add",-87.8884615384619,216.027070113149,Inf,-0.406840038576778,1,"(both,False,False,False,all-sep)","both,False,skip,True,add"
"(both,False,False,False,all-sep) - (both,False,skip,True,all-sep)",47.9423076923074,216.027070113149,Inf,0.221927315253577,1,"(both,False,False,False,all-sep)","(both,False,skip,True,all-sep)"
"(both,False,False,False,all-sep) - (both,False,skip,True,all-uni)",-55.5230769230772,216.027070113149,Inf,-0.257019071239525,1,"(both,False,False,False,all-sep)","(both,False,skip,True,all-uni)"
"(both,False,False,False,all-sep) - both,False,skip,True,del",-91.2576923076925,216.027070113149,Inf,-0.422436374570531,1,"(both,False,False,False,all-sep)","both,False,skip,True,del"
"(both,False,False,False,all-sep) - both,False,True,False,add",-13.9269230769233,216.027070113149,Inf,-0.0644684162481526,1,"(both,False,False,False,all-sep)","both,False,True,False,add"
"(both,False,False,False,all-sep) - (both,False,True,False,all-sep)",52.0730769230766,216.027070113149,Inf,0.241048850478795,1,"(both,False,False,False,all-sep)","(both,False,True,False,all-sep)"
"(both,False,False,False,all-sep) - (both,False,True,False,all-uni)",-18.7269230769232,216.027070113149,Inf,-0.0866878538282935,1,"(both,False,False,False,all-sep)","(both,False,True,False,all-uni)"
"(both,False,False,False,all-sep) - both,False,True,False,del",-1.99615384615406,216.027070113149,Inf,-0.00924029495520412,1,"(both,False,False,False,all-sep)","both,False,True,False,del"
"(both,False,False,False,all-sep) - both,False,True,True,add",217.534615384615,216.027070113149,Inf,1.00697850167887,1,"(both,False,False,False,all-sep)","both,False,True,True,add"
"(both,False,False,False,all-sep) - (both,False,True,True,all-sep)",308.203846153846,216.027070113149,Inf,1.42669085866145,1,"(both,False,False,False,all-sep)","(both,False,True,True,all-sep)"
"(both,False,False,False,all-sep) - (both,False,True,True,all-uni)",248.469230769231,216.027070113149,Inf,1.15017636742974,1,"(both,False,False,False,all-sep)","(both,False,True,True,all-uni)"
"(both,False,False,False,all-sep) - both,False,True,True,del",215.573076923077,216.027070113149,Inf,0.997898443052371,1,"(both,False,False,False,all-sep)","both,False,True,True,del"
"(both,False,False,False,all-sep) - both,True,False,False,add",-155.342307692308,216.027070113149,Inf,-0.719087231109249,1,"(both,False,False,False,all-sep)","both,True,False,False,add"
"(both,False,False,False,all-sep) - (both,True,False,False,all-sep)",238.719230769231,216.027070113149,Inf,1.10504313484507,1,"(both,False,False,False,all-sep)","(both,True,False,False,all-sep)"
"(both,False,False,False,all-sep) - (both,True,False,False,all-uni)",-208.869230769231,216.027070113149,Inf,-0.966866007393569,1,"(both,False,False,False,all-sep)","(both,True,False,False,all-uni)"
"(both,False,False,False,all-sep) - both,True,False,False,del",137.884615384615,216.027070113149,Inf,0.638274709333395,1,"(both,False,False,False,all-sep)","both,True,False,False,del"
"(both,False,False,False,all-sep) - both,True,False,True,add",-791.192307692308,216.027070113149,Inf,-3.66246835305364,0.530901913339729,"(both,False,False,False,all-sep)","both,True,False,True,add"
"(both,False,False,False,all-sep) - (both,True,False,True,all-sep)",-340.35,216.027070113149,Inf,-1.57549699591692,1,"(both,False,False,False,all-sep)","(both,True,False,True,all-sep)"
