"contrast","estimate","SE","df","z.ratio","p.value","Winner","Loser"
"both,False,False,False,add - both,True,True,True,add",-451.211538461539,175.182821557037,Inf,-2.57566086932005,0.999832979313672,"both,False,False,False,add","both,True,True,True,add"
"both,False,False,False,add - (both,True,True,True,all-sep)",-260.261538461539,175.182821557037,Inf,-1.48565673362443,1,"both,False,False,False,add","(both,True,True,True,all-sep)"
"both,False,False,False,add - (both,True,True,True,all-uni)",-415.984615384615,175.182821557037,Inf,-2.37457424014133,0.999995777598814,"both,False,False,False,add","(both,True,True,True,all-uni)"
"both,False,False,False,add - both,True,True,True,del",169.684615384615,175.182821557037,Inf,0.968614467311615,1,"both,False,False,False,add","both,True,True,True,del"
"both,False,False,False,add - rank,False,False,False,add",98.8230769230767,175.182821557037,Inf,0.564113969878612,1,"both,False,False,False,add","rank,False,False,False,add"
"both,False,False,False,add - (rank,False,False,False,all-sep)",155.926923076923,175.182821557037,Inf,0.890081126054676,1,"both,False,False,False,add","(rank,False,False,False,all-sep)"
"both,False,False,False,add - (rank,False,False,False,all-uni)",119.130769230769,175.182821557037,Inf,0.68003682194365,1,"both,False,False,False,add","(rank,False,False,False,all-uni)"
"both,False,False,False,add - rank,False,False,False,del",98.8230769230768,175.182821557037,Inf,0.564113969878612,1,"both,False,False,False,add","rank,False,False,False,del"
"both,False,False,False,add - rank,False,False,True,add",-83.7000000000001,175.182821557037,Inf,-0.47778657322715,1,"both,False,False,False,add","rank,False,False,True,add"
"both,False,False,False,add - (rank,False,False,True,all-sep)",36.9076923076922,175.182821557037,Inf,0.210681001593958,1,"both,False,False,False,add","(rank,False,False,True,all-sep)"
"both,False,False,False,add - (rank,False,False,True,all-uni)",-10.1153846153847,175.182821557037,Inf,-0.0577418751763356,1,"both,False,False,False,add","(rank,False,False,True,all-uni)"
"both,False,False,False,add - rank,False,False,True,del",-76.5461538461539,175.182821557037,Inf,-0.436950113976966,1,"both,False,False,False,add","rank,False,False,True,del"
"both,False,False,False,add - rank,False,skip,False,add",-199.907692307692,175.182821557037,Inf,-1.14113753010083,1,"both,False,False,False,add","rank,False,skip,False,add"
"both,False,False,False,add - (rank,False,skip,False,all-sep)",-175.823076923077,175.182821557037,Inf,-1.00365478395855,1,"both,False,False,False,add","(rank,False,skip,False,all-sep)"
"both,False,False,False,add - (rank,False,skip,False,all-uni)",-191.196153846154,175.182821557037,Inf,-1.09140926117521,1,"both,False,False,False,add","(rank,False,skip,False,all-uni)"
"both,False,False,False,add - rank,False,skip,False,del",-199.907692307692,175.182821557037,Inf,-1.14113753010083,1,"both,False,False,False,add","rank,False,skip,False,del"
"both,False,False,False,add - rank,False,skip,True,add",-377.834615384615,175.182821557037,Inf,-2.15680174589263,0.999999979613646,"both,False,False,False,add","rank,False,skip,True,add"
"both,False,False,False,add - (rank,False,skip,True,all-sep)",-226.157692307692,175.182821557037,Inf,-1.29098098944626,1,"both,False,False,False,add","(rank,False,skip,True,all-sep)"
"both,False,False,False,add - (rank,False,skip,True,all-uni)",-301.042307692308,175.182821557037,Inf,-1.71844650643609,1,"both,False,False,False,add","(rank,False,skip,True,all-uni)"
"both,False,False,False,add - rank,False,skip,True,del",-326.038461538462,175.182821557037,Inf,-1.86113260786993,0.999999999999633,"both,False,False,False,add","rank,False,skip,True,del"
"both,False,False,False,add - rank,False,True,False,add",173.534615384615,175.182821557037,Inf,0.990591508015612,1,"both,False,False,False,add","rank,False,True,False,add"
"both,False,False,False,add - (rank,False,True,False,all-sep)",260.530769230769,175.182821557037,Inf,1.48719358961771,1,"both,False,False,False,add","(rank,False,True,False,all-sep)"
"both,False,False,False,add - (rank,False,True,False,all-uni)",193.842307692308,175.182821557037,Inf,1.10651436008065,1,"both,False,False,False,add","(rank,False,True,False,all-uni)"
"both,False,False,False,add - rank,False,True,False,del",173.534615384615,175.182821557037,Inf,0.990591508015612,1,"both,False,False,False,add","rank,False,True,False,del"
"both,False,False,False,add - rank,False,True,True,add",29.9346153846152,175.182821557037,Inf,0.170876431367838,1,"both,False,False,False,add","rank,False,True,True,add"
"both,False,False,False,add - (rank,False,True,True,all-sep)",112.353846153846,175.182821557037,Inf,0.641351961084067,1,"both,False,False,False,add","(rank,False,True,True,all-sep)"
"both,False,False,False,add - (rank,False,True,True,all-uni)",103.519230769231,175.182821557037,Inf,0.590921129418653,1,"both,False,False,False,add","(rank,False,True,True,all-uni)"
"both,False,False,False,add - rank,False,True,True,del",37.0884615384614,175.182821557037,Inf,0.211712890618022,1,"both,False,False,False,add","rank,False,True,True,del"
"both,False,False,False,add - rank,True,False,False,add",-107.911538461539,175.182821557037,Inf,-0.615993837194841,1,"both,False,False,False,add","rank,True,False,False,add"
"both,False,False,False,add - (rank,True,False,False,all-sep)",-75.2538461538462,175.182821557037,Inf,-0.429573205209191,1,"both,False,False,False,add","(rank,True,False,False,all-sep)"
"both,False,False,False,add - (rank,True,False,False,all-uni)",-146.1,175.182821557037,Inf,-0.83398588229972,1,"both,False,False,False,add","(rank,True,False,False,all-uni)"
"both,False,False,False,add - rank,True,False,False,del",152.157692307692,175.182821557037,Inf,0.868565142148665,1,"both,False,False,False,add","rank,True,False,False,del"
"both,False,False,False,add - rank,True,False,True,add",-296.073076923077,175.182821557037,Inf,-1.69008053581715,1,"both,False,False,False,add","rank,True,False,True,add"
"both,False,False,False,add - (rank,True,False,True,all-sep)",-137.407692307692,175.182821557037,Inf,-0.784367388802185,1,"both,False,False,False,add","(rank,True,False,True,all-sep)"
"both,False,False,False,add - (rank,True,False,True,all-uni)",-267.830769230769,175.182821557037,Inf,-1.52886434212139,1,"both,False,False,False,add","(rank,True,False,True,all-uni)"
"both,False,False,False,add - rank,True,False,True,del",-14.4500000000001,175.182821557037,Inf,-0.0824852566682478,1,"both,False,False,False,add","rank,True,False,True,del"
"both,False,False,False,add - rank,True,skip,False,add",-428.596153846154,175.182821557037,Inf,-2.44656496588399,0.999982184624977,"both,False,False,False,add","rank,True,skip,False,add"
"both,False,False,False,add - (rank,True,skip,False,all-sep)",-307.023076923077,175.182821557037,Inf,-1.75258666457267,1,"both,False,False,False,add","(rank,True,skip,False,all-sep)"
"both,False,False,False,add - (rank,True,skip,False,all-uni)",-467.653846153846,175.182821557037,Inf,-2.66951886033862,0.99933626980928,"both,False,False,False,add","(rank,True,skip,False,all-uni)"
"both,False,False,False,add - rank,True,skip,False,del",-101.892307692308,175.182821557037,Inf,-0.581634128202079,1,"both,False,False,False,add","rank,True,skip,False,del"
"both,False,False,False,add - rank,True,skip,True,add",-559.130769230769,175.182821557037,Inf,-3.19169861668613,0.917272173195191,"both,False,False,False,add","rank,True,skip,True,add"
"both,False,False,False,add - (rank,True,skip,True,all-sep)",-321.865384615385,175.182821557037,Inf,-1.83731133997399,1,"both,False,False,False,add","(rank,True,skip,True,all-sep)"
"both,False,False,False,add - (rank,True,skip,True,all-uni)",-510.580769230769,175.182821557037,Inf,-2.91455957092534,0.989252906697443,"both,False,False,False,add","(rank,True,skip,True,all-uni)"
"both,False,False,False,add - rank,True,skip,True,del",-303.661538461539,175.182821557037,Inf,-1.73339791974221,1,"both,False,False,False,add","rank,True,skip,True,del"
"both,False,False,False,add - rank,True,True,False,add",-0.242307692307733,175.182821557037,Inf,-0.00138317039395807,1,"both,False,False,False,add","rank,True,True,False,add"
"both,False,False,False,add - (rank,True,True,False,all-sep)",-26.0807692307693,175.182821557037,Inf,-0.148877435578224,1,"both,False,False,False,add","(rank,True,True,False,all-sep)"
"both,False,False,False,add - (rank,True,True,False,all-uni)",-28.4846153846155,175.182821557037,Inf,-0.16259936408971,1,"both,False,False,False,add","(rank,True,True,False,all-uni)"
"both,False,False,False,add - rank,True,True,False,del",237.55,175.182821557037,Inf,1.3560119530479,1,"both,False,False,False,add","rank,True,True,False,del"
"both,False,False,False,add - rank,True,True,True,add",-151.45,175.182821557037,Inf,-0.864525406394885,1,"both,False,False,False,add","rank,True,True,True,add"
"both,False,False,False,add - (rank,True,True,True,all-sep)",7.21538461538456,175.182821557037,Inf,0.0411877406200775,1,"both,False,False,False,add","(rank,True,True,True,all-sep)"
"both,False,False,False,add - (rank,True,True,True,all-uni)",-123.207692307692,175.182821557037,Inf,-0.703309212699132,1,"both,False,False,False,add","(rank,True,True,True,all-uni)"
"both,False,False,False,add - rank,True,True,True,del",70.9423076923076,175.182821557037,Inf,0.404961554230988,1,"both,False,False,False,add","rank,True,True,True,del"
"both,False,False,False,add - score,False,False,False,add",175.692307692308,175.182821557037,Inf,1.00290831104752,1,"both,False,False,False,add","score,False,False,False,add"
"both,False,False,False,add - (score,False,False,False,all-sep)",206.807692307692,175.182821557037,Inf,1.1805249537002,1,"both,False,False,False,add","(score,False,False,False,all-sep)"
"both,False,False,False,add - (score,False,False,False,all-uni)",155.8,175.182821557037,Inf,0.88935660822927,1,"both,False,False,False,add","(score,False,False,False,all-uni)"
"both,False,False,False,add - score,False,False,False,del",175.692307692308,175.182821557037,Inf,1.00290831104752,1,"both,False,False,False,add","score,False,False,False,del"
"both,False,False,False,add - score,False,False,True,add",164.211538461538,175.182821557037,Inf,0.937372380476663,1,"both,False,False,False,add","score,False,False,True,add"
"both,False,False,False,add - (score,False,False,True,all-sep)",157.876923076923,175.182821557037,Inf,0.901212354463193,1,"both,False,False,False,add","(score,False,False,True,all-sep)"
"both,False,False,False,add - (score,False,False,True,all-uni)",154.265384615385,175.182821557037,Inf,0.880596529067536,1,"both,False,False,False,add","(score,False,False,True,all-uni)"
"both,False,False,False,add - score,False,False,True,del",164.211538461538,175.182821557037,Inf,0.937372380476663,1,"both,False,False,False,add","score,False,False,True,del"
"both,False,False,False,add - score,False,skip,False,add",-161.157692307692,175.182821557037,Inf,-0.919940042495671,1,"both,False,False,False,add","score,False,skip,False,add"
"both,False,False,False,add - (score,False,skip,False,all-sep)",-124.042307692308,175.182821557037,Inf,-0.70807346627832,1,"both,False,False,False,add","(score,False,skip,False,all-sep)"
"both,False,False,False,add - (score,False,skip,False,all-uni)",-171.838461538462,175.182821557037,Inf,-0.980909315257908,1,"both,False,False,False,add","(score,False,skip,False,all-uni)"
"both,False,False,False,add - score,False,skip,False,del",-161.157692307692,175.182821557037,Inf,-0.919940042495671,1,"both,False,False,False,add","score,False,skip,False,del"
"both,False,False,False,add - score,False,skip,True,add",-135.119230769231,175.182821557037,Inf,-0.77130411285925,1,"both,False,False,False,add","score,False,skip,True,add"
"both,False,False,False,add - (score,False,skip,True,all-sep)",-92.6538461538462,175.182821557037,Inf,-0.528898012546735,1,"both,False,False,False,add","(score,False,skip,True,all-sep)"
"both,False,False,False,add - (score,False,skip,True,all-uni)",-135.119230769231,175.182821557037,Inf,-0.77130411285925,1,"both,False,False,False,add","(score,False,skip,True,all-uni)"
"both,False,False,False,add - score,False,skip,True,del",-135.119230769231,175.182821557037,Inf,-0.77130411285925,1,"both,False,False,False,add","score,False,skip,True,del"
"both,False,False,False,add - score,False,True,False,add",240.003846153846,175.182821557037,Inf,1.37001929767243,1,"both,False,False,False,add","score,False,True,False,add"
"both,False,False,False,add - (score,False,True,False,all-sep)",271.119230769231,175.182821557037,Inf,1.54763594032511,1,"both,False,False,False,add","(score,False,True,False,all-sep)"
"both,False,False,False,add - (score,False,True,False,all-uni)",220.111538461538,175.182821557037,Inf,1.25646759485417,1,"both,False,False,False,add","(score,False,True,False,all-uni)"
"both,False,False,False,add - score,False,True,False,del",240.003846153846,175.182821557037,Inf,1.37001929767243,1,"both,False,False,False,add","score,False,True,False,del"
"both,False,False,False,add - score,False,True,True,add",228.523076923077,175.182821557037,Inf,1.30448336710157,1,"both,False,False,False,add","score,False,True,True,add"
"both,False,False,False,add - (score,False,True,True,all-sep)",250.430769230769,175.182821557037,Inf,1.42953953478385,1,"both,False,False,False,add","(score,False,True,True,all-sep)"
"both,False,False,False,add - (score,False,True,True,all-uni)",218.576923076923,175.182821557037,Inf,1.24770751569244,1,"both,False,False,False,add","(score,False,True,True,all-uni)"
"both,False,False,False,add - score,False,True,True,del",228.523076923077,175.182821557037,Inf,1.30448336710157,1,"both,False,False,False,add","score,False,True,True,del"
"both,False,False,False,add - score,True,False,False,add",82.5846153846153,175.182821557037,Inf,0.471419598397819,1,"both,False,False,False,add","score,True,False,False,add"
"both,False,False,False,add - (score,True,False,False,all-sep)",145.769230769231,175.182821557037,Inf,0.832097744936538,1,"both,False,False,False,add","(score,True,False,False,all-sep)"
"both,False,False,False,add - (score,True,False,False,all-uni)",110.826923076923,175.182821557037,Inf,0.632635792093571,1,"both,False,False,False,add","(score,True,False,False,all-uni)"
"both,False,False,False,add - score,True,False,False,del",201.273076923077,175.182821557037,Inf,1.14893158549536,1,"both,False,False,False,add","score,True,False,False,del"
"both,False,False,False,add - score,True,False,True,add",-254.676923076923,175.182821557037,Inf,-1.45377794930654,1,"both,False,False,False,add","score,True,False,True,add"
"both,False,False,False,add - (score,True,False,True,all-sep)",9.02692307692303,175.182821557037,Inf,0.0515285859463337,1,"both,False,False,False,add","(score,True,False,True,all-sep)"
"both,False,False,False,add - (score,True,False,True,all-uni)",-226.434615384615,175.182821557037,Inf,-1.29256175561079,1,"both,False,False,False,add","(score,True,False,True,all-uni)"
"both,False,False,False,add - score,True,False,True,del",119.1,175.182821557037,Inf,0.679861181258703,1,"both,False,False,False,add","score,True,False,True,del"
"both,False,False,False,add - score,True,skip,False,add",-244.453846153846,175.182821557037,Inf,-1.39542133173289,1,"both,False,False,False,add","score,True,skip,False,add"
"both,False,False,False,add - (score,True,skip,False,all-sep)",-101.623076923077,175.182821557037,Inf,-0.580097272208793,1,"both,False,False,False,add","(score,True,skip,False,all-sep)"
"both,False,False,False,add - (score,True,skip,False,all-uni)",-216.211538461539,175.182821557037,Inf,-1.23420513803714,1,"both,False,False,False,add","(score,True,skip,False,all-uni)"
"both,False,False,False,add - score,True,skip,False,del",-69.9076923076924,175.182821557037,Inf,-0.399055636199645,1,"both,False,False,False,add","score,True,skip,False,del"
"both,False,False,False,add - score,True,skip,True,add",-398.392307692308,175.182821557037,Inf,-2.27415167852286,0.999999561522112,"both,False,False,False,add","score,True,skip,True,add"
"both,False,False,False,add - (score,True,skip,True,all-sep)",-178.165384615385,175.182821557037,Inf,-1.01702543110014,1,"both,False,False,False,add","(score,True,skip,True,all-sep)"
"both,False,False,False,add - (score,True,skip,True,all-uni)",-371.8,175.182821557037,Inf,-2.1223542165574,0.999999992465246,"both,False,False,False,add","(score,True,skip,True,all-uni)"
"both,False,False,False,add - score,True,skip,True,del",-79.9115384615385,175.182821557037,Inf,-0.456160813893047,1,"both,False,False,False,add","score,True,skip,True,del"
"both,False,False,False,add - score,True,True,False,add",175.138461538461,175.182821557037,Inf,0.999746778718475,1,"both,False,False,False,add","score,True,True,False,add"
"both,False,False,False,add - (score,True,True,False,all-sep)",248.269230769231,175.182821557037,Inf,1.41720077666632,1,"both,False,False,False,add","(score,True,True,False,all-sep)"
"both,False,False,False,add - (score,True,True,False,all-uni)",203.380769230769,175.182821557037,Inf,1.16096297241423,1,"both,False,False,False,add","(score,True,True,False,all-uni)"
"both,False,False,False,add - score,True,True,False,del",237.342307692308,175.182821557037,Inf,1.35482637842451,1,"both,False,False,False,add","score,True,True,False,del"
"both,False,False,False,add - score,True,True,True,add",-208.661538461539,175.182821557037,Inf,-1.19110730496826,1,"both,False,False,False,add","score,True,True,True,add"
"both,False,False,False,add - (score,True,True,True,all-sep)",18.8653846153845,175.182821557037,Inf,0.107689694958145,1,"both,False,False,False,add","(score,True,True,True,all-sep)"
"both,False,False,False,add - (score,True,True,True,all-uni)",-180.419230769231,175.182821557037,Inf,-1.02989111127251,1,"both,False,False,False,add","(score,True,True,True,all-uni)"
"both,False,False,False,add - score,True,True,True,del",231.961538461538,175.182821557029,Inf,1.32411121364446,1,"both,False,False,False,add","score,True,True,True,del"
"(both,False,False,False,all-sep) - (both,False,False,False,all-uni)",-66.4576923076934,175.182821557037,Inf,-0.379361924399966,1,"(both,False,False,False,all-sep)","(both,False,False,False,all-uni)"
"(both,False,False,False,all-sep) - both,False,False,False,del",-78.0538461538467,175.182821557037,Inf,-0.445556507539373,1,"(both,False,False,False,all-sep)","both,False,False,False,del"
"(both,False,False,False,all-sep) - both,False,False,True,add",-5.64230769230758,175.182821557037,Inf,-0.0322081106021604,1,"(both,False,False,False,all-sep)","both,False,False,True,add"
"(both,False,False,False,all-sep) - (both,False,False,True,all-sep)",46.5961538461534,175.182821557037,Inf,0.265985862266651,1,"(both,False,False,False,all-sep)","(both,False,False,True,all-sep)"
"(both,False,False,False,all-sep) - (both,False,False,True,all-uni)",75.1769230769231,175.182821557037,Inf,0.429134103496823,1,"(both,False,False,False,all-sep)","(both,False,False,True,all-uni)"
"(both,False,False,False,all-sep) - both,False,False,True,del",34.8999999999996,175.182821557037,Inf,0.199220446901163,1,"(both,False,False,False,all-sep)","both,False,False,True,del"
"(both,False,False,False,all-sep) - both,False,skip,False,add",-346.392307692308,175.182821557037,Inf,-1.97731892096239,0.999999999932714,"(both,False,False,False,all-sep)","both,False,skip,False,add"
"(both,False,False,False,all-sep) - (both,False,skip,False,all-sep)",-292.446153846154,175.182821557037,Inf,-1.66937689007902,1,"(both,False,False,False,all-sep)","(both,False,skip,False,all-sep)"
"(both,False,False,False,all-sep) - (both,False,skip,False,all-uni)",-346.392307692308,175.182821557037,Inf,-1.97731892096239,0.999999999932714,"(both,False,False,False,all-sep)","(both,False,skip,False,all-uni)"
"(both,False,False,False,all-sep) - both,False,skip,False,del",-334.796153846154,175.182821557037,Inf,-1.91112433782298,0.999999999994665,"(both,False,False,False,all-sep)","both,False,skip,False,del"
"(both,False,False,False,all-sep) - both,False,skip,True,add",-354.634615384616,175.182821557037,Inf,-2.02436866944258,0.99999999965772,"(both,False,False,False,all-sep)","both,False,skip,True,add"
"(both,False,False,False,all-sep) - (both,False,skip,True,all-sep)",-226.892307692308,175.182821557037,Inf,-1.29517441079938,1,"(both,False,False,False,all-sep)","(both,False,skip,True,all-sep)"
"(both,False,False,False,all-sep) - (both,False,skip,True,all-uni)",-258.557692307693,175.182821557037,Inf,-1.47593063069549,1,"(both,False,False,False,all-sep)","(both,False,skip,True,all-uni)"
"(both,False,False,False,all-sep) - both,False,skip,True,del",-333.623076923077,175.182821557037,Inf,-1.90442803670937,0.999999999995884,"(both,False,False,False,all-sep)","both,False,skip,True,del"
"(both,False,False,False,all-sep) - both,False,True,False,add",40.0153846153841,175.182821557037,Inf,0.228420710773605,1,"(both,False,False,False,all-sep)","both,False,True,False,add"
"(both,False,False,False,all-sep) - (both,False,True,False,all-sep)",134.715384615384,175.182821557037,Inf,0.768998828869318,1,"(both,False,False,False,all-sep)","(both,False,True,False,all-sep)"
"(both,False,False,False,all-sep) - (both,False,True,False,all-uni)",18.934615384615,175.182821557037,Inf,0.108084886499274,1,"(both,False,False,False,all-sep)","(both,False,True,False,all-uni)"
"(both,False,False,False,all-sep) - both,False,True,False,del",18.934615384615,175.182821557037,Inf,0.108084886499274,1,"(both,False,False,False,all-sep)","both,False,True,False,del"
"(both,False,False,False,all-sep) - both,False,True,True,add",123.25,175.182821557037,Inf,0.703550718640932,1,"(both,False,False,False,all-sep)","both,False,True,True,add"
"(both,False,False,False,all-sep) - (both,False,True,True,all-sep)",131.988461538461,175.182821557037,Inf,0.753432673165888,1,"(both,False,False,False,all-sep)","(both,False,True,True,all-sep)"
"(both,False,False,False,all-sep) - (both,False,True,True,all-uni)",192.473076923077,175.182821557037,Inf,1.09869834960051,1,"(both,False,False,False,all-sep)","(both,False,True,True,all-uni)"
"(both,False,False,False,all-sep) - both,False,True,True,del",152.196153846153,175.182821557037,Inf,0.868784693004847,1,"(both,False,False,False,all-sep)","both,False,True,True,del"
"(both,False,False,False,all-sep) - both,True,False,False,add",-274.746153846154,175.182821557037,Inf,-1.56833958606324,1,"(both,False,False,False,all-sep)","both,True,False,False,add"
"(both,False,False,False,all-sep) - (both,True,False,False,all-sep)",-139.211538461539,175.182821557037,Inf,-0.794664323957205,1,"(both,False,False,False,all-sep)","(both,True,False,False,all-sep)"
"(both,False,False,False,all-sep) - (both,True,False,False,all-uni)",-302.988461538462,175.182821557037,Inf,-1.72955577975899,1,"(both,False,False,False,all-sep)","(both,True,False,False,all-uni)"
"(both,False,False,False,all-sep) - both,True,False,False,del",3.24999999999964,175.182821557037,Inf,0.0185520473475277,1,"(both,False,False,False,all-sep)","both,True,False,False,del"
"(both,False,False,False,all-sep) - both,True,False,True,add",-635.246153846154,175.182821557037,Inf,-3.62618976107384,0.567176232605042,"(both,False,False,False,all-sep)","both,True,False,True,add"
"(both,False,False,False,all-sep) - (both,True,False,True,all-sep)",-432.7,175.182821557037,Inf,-2.4699910422388,0.999972401452509,"(both,False,False,False,all-sep)","(both,True,False,True,all-sep)"
