"FixedVars","InteractionTerm","PValue","DependentName"
"score_mode=score, stage2=False","adddel",0.166621470856048,"rank"
"score_mode=score, stage2=False","use_diff:use_stopword",0.238404031158434,"rank"
"score_mode=score, stage2=False","use_diff:adddel",0.117175647088895,"rank"
"score_mode=score, stage2=False","use_stopword:adddel",0.0423467639515867,"rank"
"score_mode=score, stage2=False","use_diff:use_stopword:adddel",0.0124393098014227,"rank"
"score_mode=score, stage2=True","use_diff",0.208420348431984,"rank"
"score_mode=score, stage2=True","use_stopword",0.0312015297326318,"rank"
"score_mode=score, stage2=True","adddel",0.378203182061659,"rank"
"score_mode=score, stage2=True","use_diff:use_stopword",0.21752615606967,"rank"
"score_mode=score, stage2=True","use_diff:adddel",0.123459710022929,"rank"
"score_mode=score, stage2=True","use_stopword:adddel",0.0479421360271097,"rank"
"score_mode=score, stage2=True","use_diff:use_stopword:adddel",0.0231492824188999,"rank"
"score_mode=score, stage2=skip","use_diff",0.0481592053088694,"rank"
"score_mode=score, stage2=skip","use_stopword",0.0793804090858948,"rank"
"score_mode=score, stage2=skip","adddel",0.111296731668618,"rank"
"score_mode=score, stage2=skip","use_diff:use_stopword",0.000355146299210763,"rank"
"score_mode=score, stage2=skip","use_diff:adddel",0.657116965338902,"rank"
"score_mode=score, stage2=skip","use_stopword:adddel",0.651364939515267,"rank"
"score_mode=score, stage2=skip","use_diff:use_stopword:adddel",0.209932375209552,"rank"
"score_mode=both, stage2=False","use_diff",0.775886196315438,"num_iters"
"score_mode=both, stage2=False","use_stopword",0.0138331126934527,"num_iters"
"score_mode=both, stage2=False","adddel",0.00317146738228207,"num_iters"
"score_mode=both, stage2=False","use_diff:use_stopword",0.203291817939865,"num_iters"
"score_mode=both, stage2=False","use_diff:adddel",0.0722157774798438,"num_iters"
"score_mode=both, stage2=False","use_stopword:adddel",0.104132531413575,"num_iters"
"score_mode=both, stage2=False","use_diff:use_stopword:adddel",0.00401396223384914,"num_iters"
"score_mode=both, stage2=True","use_diff",0.811962909227341,"num_iters"
"score_mode=both, stage2=True","use_stopword",0.0323262193234639,"num_iters"
"score_mode=both, stage2=True","adddel",0.0944644040235788,"num_iters"
"score_mode=both, stage2=True","use_diff:use_stopword",0.0880599056878912,"num_iters"
"score_mode=both, stage2=True","use_diff:adddel",0.19458807720152,"num_iters"
"score_mode=both, stage2=True","use_stopword:adddel",0.204839362976819,"num_iters"
"score_mode=both, stage2=True","use_diff:use_stopword:adddel",0.00617000370650936,"num_iters"
"score_mode=both, stage2=skip","use_diff",0.0131937837091786,"num_iters"
"score_mode=both, stage2=skip","use_stopword",0.121069774844454,"num_iters"
"score_mode=both, stage2=skip","adddel",0.0132117022603722,"num_iters"
"score_mode=both, stage2=skip","use_diff:use_stopword",0.000616261509643231,"num_iters"
"score_mode=both, stage2=skip","use_diff:adddel",0.0504116315168076,"num_iters"
"score_mode=both, stage2=skip","use_stopword:adddel",0.678857941211915,"num_iters"
"score_mode=both, stage2=skip","use_diff:use_stopword:adddel",0.103334120109794,"num_iters"
"score_mode=rank, stage2=False","use_diff",0.281435311191793,"num_iters"
"score_mode=rank, stage2=False","use_stopword",0.0122884202704598,"num_iters"
"score_mode=rank, stage2=False","adddel",0.03901960997784,"num_iters"
"score_mode=rank, stage2=False","use_diff:use_stopword",0.545851247875544,"num_iters"
"score_mode=rank, stage2=False","use_diff:adddel",0.139278769893234,"num_iters"
"score_mode=rank, stage2=False","use_stopword:adddel",0.0617394982182096,"num_iters"
"score_mode=rank, stage2=False","use_diff:use_stopword:adddel",0.0199215232725635,"num_iters"
"score_mode=rank, stage2=True","use_diff",0.261835035741855,"num_iters"
"score_mode=rank, stage2=True","use_stopword",0.0305112737075575,"num_iters"
"score_mode=rank, stage2=True","adddel",0.0765014807771143,"num_iters"
"score_mode=rank, stage2=True","use_diff:use_stopword",0.550326926983575,"num_iters"
"score_mode=rank, stage2=True","use_diff:adddel",0.175197905296778,"num_iters"
"score_mode=rank, stage2=True","use_stopword:adddel",0.073748918195,"num_iters"
"score_mode=rank, stage2=True","use_diff:use_stopword:adddel",0.0288453960846801,"num_iters"
"score_mode=rank, stage2=skip","use_diff",0.0171675319911817,"num_iters"
"score_mode=rank, stage2=skip","use_stopword",0.255641182231344,"num_iters"
"score_mode=rank, stage2=skip","adddel",0.443275630609403,"num_iters"
"score_mode=rank, stage2=skip","use_diff:use_stopword",0.00652209065834736,"num_iters"
"score_mode=rank, stage2=skip","use_diff:adddel",0.598389122900218,"num_iters"
"score_mode=rank, stage2=skip","use_stopword:adddel",0.888780179435943,"num_iters"
"score_mode=rank, stage2=skip","use_diff:use_stopword:adddel",0.250416756725435,"num_iters"
"score_mode=score, stage2=False","use_diff",0.236921480401782,"num_iters"
"score_mode=score, stage2=False","use_stopword",0.0218396228432867,"num_iters"
"score_mode=score, stage2=False","adddel",0.166621470856048,"num_iters"
"score_mode=score, stage2=False","use_diff:use_stopword",0.238404031158434,"num_iters"
"score_mode=score, stage2=False","use_diff:adddel",0.117175647088895,"num_iters"
"score_mode=score, stage2=False","use_stopword:adddel",0.0423467639515867,"num_iters"
"score_mode=score, stage2=False","use_diff:use_stopword:adddel",0.0124393098014227,"num_iters"
"score_mode=score, stage2=True","use_diff",0.208420348431984,"num_iters"
"score_mode=score, stage2=True","use_stopword",0.0312015297326318,"num_iters"
"score_mode=score, stage2=True","adddel",0.378203182061659,"num_iters"
"score_mode=score, stage2=True","use_diff:use_stopword",0.21752615606967,"num_iters"
"score_mode=score, stage2=True","use_diff:adddel",0.123459710022929,"num_iters"
"score_mode=score, stage2=True","use_stopword:adddel",0.0479421360271097,"num_iters"
"score_mode=score, stage2=True","use_diff:use_stopword:adddel",0.0231492824188999,"num_iters"
"score_mode=score, stage2=skip","use_diff",0.0481592053088694,"num_iters"
"score_mode=score, stage2=skip","use_stopword",0.0793804090858948,"num_iters"
"score_mode=score, stage2=skip","adddel",0.111296731668618,"num_iters"
"score_mode=score, stage2=skip","use_diff:use_stopword",0.000355146299210763,"num_iters"
"score_mode=score, stage2=skip","use_diff:adddel",0.657116965338902,"num_iters"
"score_mode=score, stage2=skip","use_stopword:adddel",0.651364939515267,"num_iters"
"score_mode=score, stage2=skip","use_diff:use_stopword:adddel",0.209932375209552,"num_iters"
